workload,prompt_idx,policy,avg_latency,net_speedup,wasted_tokens_per_accepted
humaneval,100,baseline,2.353666067123413,1.0,0.0
humaneval,101,baseline,2.381082773208618,1.0,0.0
humaneval,102,baseline,2.356065034866333,1.0,0.0
humaneval,103,baseline,2.4012067317962646,1.0,0.0
humaneval,104,baseline,2.3898870944976807,1.0,0.0
humaneval,105,baseline,2.3914692401885986,1.0,0.0
humaneval,106,baseline,2.436568021774292,1.0,0.0
humaneval,107,baseline,2.4951276779174805,1.0,0.0
humaneval,108,baseline,1.5385489463806152,1.0,0.0
humaneval,109,baseline,2.3845345973968506,1.0,0.0
humaneval,110,baseline,2.393427610397339,1.0,0.0
humaneval,111,baseline,2.3566648960113525,1.0,0.0
humaneval,112,baseline,2.3123769760131836,1.0,0.0
humaneval,113,baseline,2.394336223602295,1.0,0.0
humaneval,114,baseline,2.3910911083221436,1.0,0.0
humaneval,115,baseline,2.4535164833068848,1.0,0.0
humaneval,116,baseline,1.525968074798584,1.0,0.0
humaneval,117,baseline,2.4437451362609863,1.0,0.0
humaneval,118,baseline,2.421541690826416,1.0,0.0
humaneval,119,baseline,2.431394338607788,1.0,0.0
humaneval,120,baseline,2.4470646381378174,1.0,0.0
humaneval,121,baseline,2.3362748622894287,1.0,0.0
humaneval,122,baseline,2.413867950439453,1.0,0.0
humaneval,123,baseline,2.483222007751465,1.0,0.0
humaneval,124,baseline,2.4247524738311768,1.0,0.0
humaneval,125,baseline,2.4264912605285645,1.0,0.0
humaneval,126,baseline,2.5099525451660156,1.0,0.0
humaneval,127,baseline,2.4028215408325195,1.0,0.0
humaneval,128,baseline,2.3788740634918213,1.0,0.0
humaneval,129,baseline,2.4115731716156006,1.0,0.0
humaneval,130,baseline,2.388080596923828,1.0,0.0
humaneval,131,baseline,2.325559377670288,1.0,0.0
humaneval,132,baseline,2.3827712535858154,1.0,0.0
humaneval,133,baseline,2.3114383220672607,1.0,0.0
humaneval,134,baseline,2.3901302814483643,1.0,0.0
humaneval,135,baseline,2.304947853088379,1.0,0.0
humaneval,136,baseline,2.3161652088165283,1.0,0.0
humaneval,137,baseline,2.321275472640991,1.0,0.0
humaneval,138,baseline,2.3010644912719727,1.0,0.0
humaneval,139,baseline,2.3429031372070312,1.0,0.0
humaneval,140,baseline,2.3378183841705322,1.0,0.0
humaneval,141,baseline,2.414741039276123,1.0,0.0
humaneval,142,baseline,1.6440258026123047,1.0,0.0
humaneval,143,baseline,2.3818345069885254,1.0,0.0
humaneval,144,baseline,2.367873191833496,1.0,0.0
humaneval,145,baseline,2.3216373920440674,1.0,0.0
humaneval,146,baseline,2.358835220336914,1.0,0.0
