seed,workload,batch,policy,mean_speedup,accepted_tokens_per_step,mean_K,n_steps
3,gsm8k,1,combined,1.7011,3.12,4.095,400
3,gsm8k,1,nightjar,1.628,2.8175,3.675,400
3,gsm8k,1,tapout,1.5633,3.37,5.548,400
3,gsm8k,1,oracle,2.0015,3.45,2.85,400
3,gsm8k,4,fixed_1,1.5104,1.8125,1.0,400
3,gsm8k,4,fixed_2,1.7214,2.41,2.0,400
3,gsm8k,4,fixed_4,1.7514,3.1525,4.0,400
3,gsm8k,4,fixed_8,1.4346,3.73,8.0,400
3,gsm8k,4,content_only,1.7297,3.0925,3.868,400
3,gsm8k,4,load_only,1.6997,2.6825,2.928,400
3,gsm8k,4,combined,1.6975,2.6925,2.97,400
3,gsm8k,4,nightjar,1.6931,2.9575,3.723,400
3,gsm8k,4,tapout,1.5716,3.4475,5.803,400
3,gsm8k,4,oracle,2.0682,3.5525,2.873,400
3,gsm8k,8,fixed_1,1.5021,1.8025,1.0,400
3,gsm8k,8,fixed_2,1.7286,2.42,2.0,400
3,gsm8k,8,fixed_4,1.7778,3.2,4.0,400
3,gsm8k,8,fixed_8,1.1433,3.805,8.0,400
3,gsm8k,8,content_only,1.8003,3.005,3.212,400
3,gsm8k,8,load_only,1.7732,3.085,3.632,400
3,gsm8k,8,combined,1.8009,3.08,3.413,400
3,gsm8k,8,nightjar,1.6446,2.9725,3.598,400
3,gsm8k,8,tapout,1.3923,3.5525,5.765,400
3,gsm8k,8,oracle,2.0128,3.2,2.527,400
3,gsm8k,16,fixed_1,1.4875,1.785,1.0,400
3,gsm8k,16,fixed_2,1.5561,2.415,2.0,400
3,gsm8k,16,fixed_4,1.1645,3.1675,4.0,400
3,gsm8k,16,fixed_8,0.7303,3.6925,8.0,400
3,gsm8k,16,content_only,1.5246,2.315,1.907,400
3,gsm8k,16,load_only,1.4943,2.31,1.968,400
3,gsm8k,16,combined,1.4861,2.32,2.005,400
3,gsm8k,16,nightjar,1.354,2.45,2.77,400
3,gsm8k,16,tapout,1.0045,3.47,5.76,400
3,gsm8k,16,oracle,1.6553,2.415,1.63,400
3,gsm8k,32,fixed_1,1.0685,1.855,1.0,400
3,gsm8k,32,fixed_2,0.9338,2.525,2.0,400
3,gsm8k,32,fixed_4,0.743,3.4475,4.0,400
3,gsm8k,32,fixed_8,0.4893,4.165,8.0,400
3,gsm8k,32,content_only,0.9846,2.28,1.817,400
3,gsm8k,32,load_only,0.9827,2.2875,1.81,400
3,gsm8k,32,combined,0.9709,2.3675,1.985,400
3,gsm8k,32,nightjar,0.8679,2.875,3.13,400
3,gsm8k,32,tapout,0.6266,3.8325,6.035,400
3,gsm8k,32,oracle,1.0685,1.855,1.0,400
3,gsm8k,64,fixed_1,0.7795,1.715,1.0,400
3,gsm8k,64,fixed_2,0.639,2.1725,2.0,400
3,gsm8k,64,fixed_4,0.4565,2.6475,4.0,400
3,gsm8k,64,fixed_8,0.2738,2.9025,8.0,400
3,gsm8k,64,content_only,0.6825,2.0375,2.035,400
3,gsm8k,64,load_only,0.7004,1.9325,1.772,400
3,gsm8k,64,combined,0.6831,2.08,2.087,400
3,gsm8k,64,nightjar,0.5843,2.3225,3.18,400
3,gsm8k,64,tapout,0.4231,2.7425,5.235,400
3,gsm8k,64,oracle,0.7795,1.715,1.0,400
3,mt_bench,1,fixed_1,1.4188,1.7025,1.0,400
3,mt_bench,1,fixed_2,1.5911,2.2275,2.0,400
3,mt_bench,1,fixed_4,1.5889,2.86,4.0,400
3,mt_bench,1,fixed_8,1.2596,3.275,8.0,400
3,mt_bench,1,content_only,1.6516,2.7375,3.178,400
3,mt_bench,1,load_only,1.5649,2.3175,2.493,400
3,mt_bench,1,combined,1.6516,2.7375,3.178,400
3,mt_bench,1,nightjar,1.5025,2.5625,3.59,400
3,mt_bench,1,tapout,1.4456,3.025,5.327,400
3,mt_bench,1,oracle,1.8838,3.095,2.505,400
3,mt_bench,4,fixed_1,1.3479,1.6175,1.0,400
3,mt_bench,4,fixed_2,1.45,2.03,2.0,400
3,mt_bench,4,fixed_4,1.3472,2.425,4.0,400
3,mt_bench,4,fixed_8,1.0212,2.655,8.0,400
3,mt_bench,4,content_only,1.4227,2.2825,2.922,400
3,mt_bench,4,load_only,1.3807,2.0725,2.578,400
3,mt_bench,4,combined,1.4295,2.27,2.85,400
3,mt_bench,4,nightjar,1.35,2.165,3.255,400
3,mt_bench,4,tapout,1.284,2.535,4.8,400
3,mt_bench,4,oracle,1.6593,2.5325,2.038,400
3,mt_bench,8,fixed_1,1.4417,1.73,1.0,400
3,mt_bench,8,fixed_2,1.5679,2.195,2.0,400
3,mt_bench,8,fixed_4,1.4847,2.6725,4.0,400
3,mt_bench,8,fixed_8,0.8774,2.92,8.0,400
3,mt_bench,8,content_only,1.5569,2.175,2.022,400
3,mt_bench,8,load_only,1.5235,2.26,2.408,400
3,mt_bench,8,combined,1.5407,2.2,2.188,400
3,mt_bench,8,nightjar,1.4137,2.3025,3.123,400
3,mt_bench,8,tapout,1.2184,2.805,5.21,400
3,mt_bench,8,oracle,1.7879,2.6725,2.055,400
3,mt_bench,16,fixed_1,1.4063,1.6875,1.0,400
3,mt_bench,16,fixed_2,1.3789,2.14,2.0,400
3,mt_bench,16,fixed_4,0.9559,2.6,4.0,400
3,mt_bench,16,fixed_8,0.5518,2.79,8.0,400
3,mt_bench,16,content_only,1.3835,2.05,1.833,400
3,mt_bench,16,load_only,1.3439,1.8475,1.542,400
3,mt_bench,16,combined,1.3724,2.0875,1.942,400
3,mt_bench,16,nightjar,1.2063,2.1375,2.765,400
3,mt_bench,16,tapout,0.8982,2.645,5.02,400
3,mt_bench,16,oracle,1.5268,2.14,1.452,400
3,mt_bench,32,fixed_1,1.0325,1.7925,1.0,400
3,mt_bench,32,fixed_2,0.8635,2.335,2.0,400
3,mt_bench,32,fixed_4,0.6212,2.8825,4.0,400
3,mt_bench,32,fixed_8,0.3633,3.0925,8.0,400
3,mt_bench,32,content_only,0.9515,1.98,1.62,400
3,mt_bench,32,load_only,0.9602,1.9575,1.518,400
3,mt_bench,32,combined,0.9376,2.035,1.75,400
3,mt_bench,32,nightjar,0.8005,2.3825,2.967,400
3,mt_bench,32,tapout,0.5479,2.9225,5.287,400
3,mt_bench,32,oracle,1.0325,1.7925,1.0,400
3,mt_bench,64,fixed_1,0.8193,1.8025,1.0,400
3,mt_bench,64,fixed_2,0.7059,2.4,2.0,400
3,mt_bench,64,fixed_4,0.5315,3.0825,4.0,400
3,mt_bench,64,fixed_8,0.3295,3.4925,8.0,400
3,mt_bench,64,content_only,0.7417,2.145,1.9,400
3,mt_bench,64,load_only,0.7413,2.1425,1.853,400
3,mt_bench,64,combined,0.7253,2.23,2.112,400
3,mt_bench,64,nightjar,0.6413,2.5175,3.127,400
3,mt_bench,64,tapout,0.4717,3.2725,5.455,400
3,mt_bench,64,oracle,0.8193,1.8025,1.0,400
3,spec_bench,1,fixed_1,1.4646,1.7575,1.0,400
3,spec_bench,1,fixed_2,1.6696,2.3375,2.0,400
3,spec_bench,1,fixed_4,1.7056,3.07,4.0,400
3,spec_bench,1,fixed_8,1.3433,3.4925,8.0,400
3,spec_bench,1,content_only,1.6538,2.4125,2.315,400
3,spec_bench,1,load_only,1.6923,2.7275,3.038,400
3,spec_bench,1,combined,1.6538,2.4125,2.315,400
3,spec_bench,1,nightjar,1.6117,2.74,3.562,400
3,spec_bench,1,tapout,1.4975,3.2375,5.69,400
3,spec_bench,1,oracle,1.977,3.295,2.685,400
3,spec_bench,4,fixed_1,1.4396,1.7275,1.0,400
3,spec_bench,4,fixed_2,1.5911,2.2275,2.0,400
3,spec_bench,4,fixed_4,1.5708,2.8275,4.0,400
3,spec_bench,4,fixed_8,1.2385,3.22,8.0,400
3,spec_bench,4,content_only,1.575,2.7125,3.513,400
3,spec_bench,4,load_only,1.5722,2.4275,2.797,400
3,spec_bench,4,combined,1.5645,2.63,3.32,400
3,spec_bench,4,nightjar,1.5199,2.635,3.67,400
3,spec_bench,4,tapout,1.4074,2.9875,5.57,400
3,spec_bench,4,oracle,1.884,3.08,2.47,400
3,spec_bench,8,fixed_1,1.4833,1.78,1.0,400
3,spec_bench,8,fixed_2,1.6732,2.3425,2.0,400
3,spec_bench,8,fixed_4,1.6875,3.0375,4.0,400
3,spec_bench,8,fixed_8,1.0442,3.475,8.0,400
3,spec_bench,8,content_only,1.6986,2.8325,3.232,400
3,spec_bench,8,load_only,1.6312,2.5825,2.895,400
3,spec_bench,8,combined,1.6856,2.8275,3.265,400
3,spec_bench,8,nightjar,1.5801,2.6275,3.237,400
3,spec_bench,8,tapout,1.3046,3.235,5.74,400
3,spec_bench,8,oracle,1.9433,3.0375,2.377,400
3,spec_bench,16,fixed_1,1.4771,1.7725,1.0,400
3,spec_bench,16,fixed_2,1.5174,2.355,2.0,400
3,spec_bench,16,fixed_4,1.1461,3.1175,4.0,400
3,spec_bench,16,fixed_8,0.7234,3.6575,8.0,400
3,spec_bench,16,content_only,1.5004,2.2775,1.938,400
3,spec_bench,16,load_only,1.5025,2.2925,1.948,400
3,spec_bench,16,combined,1.4813,2.2875,2.007,400
3,spec_bench,16,nightjar,1.3368,2.435,2.777,400
3,spec_bench,16,tapout,0.9937,3.4,5.67,400
3,spec_bench,16,oracle,1.6322,2.355,1.583,400
3,spec_bench,32,fixed_1,1.021,1.7725,1.0,400
3,spec_bench,32,fixed_2,0.8709,2.355,2.0,400
3,spec_bench,32,fixed_4,0.6627,3.075,4.0,400
3,spec_bench,32,fixed_8,0.4306,3.665,8.0,400
3,spec_bench,32,content_only,0.9412,2.07,1.725,400
3,spec_bench,32,load_only,0.9429,2.1225,1.728,400
3,spec_bench,32,combined,0.9302,2.175,1.893,400
3,spec_bench,32,nightjar,0.8159,2.5525,3.047,400
3,spec_bench,32,tapout,0.5904,3.4275,5.758,400
3,spec_bench,32,oracle,1.021,1.7725,1.0,400
3,spec_bench,64,fixed_1,0.8284,1.8225,1.0,400
3,spec_bench,64,fixed_2,0.7279,2.475,2.0,400
3,spec_bench,64,fixed_4,0.5897,3.42,4.0,400
3,spec_bench,64,fixed_8,0.391,4.145,8.0,400
3,spec_bench,64,content_only,0.7521,2.3175,1.998,400
3,spec_bench,64,load_only,0.7469,2.27,1.965,400
3,spec_bench,64,combined,0.7403,2.395,2.178,400
3,spec_bench,64,nightjar,0.6625,2.8375,3.263,400
3,spec_bench,64,tapout,0.4971,3.86,6.082,400
3,spec_bench,64,oracle,0.8284,1.8225,1.0,400
4,humaneval,1,fixed_1,1.6104,1.9325,1.0,400
4,humaneval,1,fixed_2,1.9661,2.7525,2.0,400
4,humaneval,1,fixed_4,2.2694,4.085,4.0,400
4,humaneval,1,fixed_8,2.149,5.5875,8.0,400
4,humaneval,1,content_only,2.2469,4.3,4.497,400
4,humaneval,1,load_only,2.223,4.2,4.412,400
4,humaneval,1,combined,2.2469,4.3,4.497,400
4,humaneval,1,nightjar,2.0966,4.005,4.295,400
4,humaneval,1,tapout,2.1288,4.9975,6.61,400
4,humaneval,1,oracle,2.6002,5.3575,4.605,400
4,humaneval,4,fixed_1,1.5917,1.91,1.0,400
4,humaneval,4,fixed_2,1.9518,2.7325,2.0,400
4,humaneval,4,fixed_4,2.2639,4.075,4.0,400
4,humaneval,4,fixed_8,2.1385,5.56,8.0,400
4,humaneval,4,content_only,2.2457,4.295,4.478,400
4,humaneval,4,load_only,2.255,4.035,3.935,400
4,humaneval,4,combined,2.2343,4.215,4.355,400
4,humaneval,4,nightjar,2.0914,3.935,4.195,400
4,humaneval,4,tapout,2.1383,5.04,6.605,400
4,humaneval,4,oracle,2.5828,5.2975,4.543,400
4,humaneval,8,fixed_1,1.6208,1.945,1.0,400
4,humaneval,8,fixed_2,1.9964,2.795,2.0,400
4,humaneval,8,fixed_4,2.3111,4.16,4.0,400
4,humaneval,8,fixed_8,1.7135,5.7025,8.0,400
4,humaneval,8,content_only,2.2388,3.965,3.763,400
4,humaneval,8,load_only,2.258,4.0675,3.905,400
4,humaneval,8,combined,2.2496,4.0275,3.865,400
4,humaneval,8,nightjar,1.9981,3.87,3.897,400
4,humaneval,8,tapout,1.7925,5.1375,6.643,400
4,humaneval,8,oracle,2.4327,4.16,3.325,400
4,humaneval,16,fixed_1,1.5875,1.905,1.0,400
4,humaneval,16,fixed_2,1.7381,2.6975,2.0,400
4,humaneval,16,fixed_4,1.4228,3.87,4.0,400
4,humaneval,16,fixed_8,0.9869,4.99,8.0,400
4,humaneval,16,content_only,1.6784,2.745,2.17,400
4,humaneval,16,load_only,1.6974,2.69,2.078,400
4,humaneval,16,combined,1.6915,2.69,2.09,400
4,humaneval,16,nightjar,1.5251,3.075,3.005,400
4,humaneval,16,tapout,1.175,4.53,6.447,400
4,humaneval,16,oracle,1.7986,2.6975,1.792,400
4,humaneval,32,fixed_1,1.1103,1.9275,1.0,400
4,humaneval,32,fixed_2,1.0142,2.7425,2.0,400
4,humaneval,32,fixed_4,0.8572,3.9775,4.0,400
4,humaneval,32,fixed_8,0.6259,5.3275,8.0,400
4,humaneval,32,content_only,1.0354,2.56,1.952,400
4,humaneval,32,load_only,1.0349,2.53,1.93,400
4,humaneval,32,combined,1.0342,2.45,1.847,400
4,humaneval,32,nightjar,0.9384,3.255,3.2,400
4,humaneval,32,tapout,0.7063,4.735,6.617,400
4,humaneval,32,oracle,1.1103,1.9275,1.0,400
4,humaneval,64,fixed_1,0.8682,1.91,1.0,400
4,humaneval,64,fixed_2,0.7941,2.7,2.0,400
4,humaneval,64,fixed_4,0.6776,3.93,4.0,400
4,humaneval,64,fixed_8,0.5071,5.375,8.0,400
4,humaneval,64,content_only,0.7931,2.8075,2.345,400
4,humaneval,64,load_only,0.7884,2.875,2.433,400
4,humaneval,64,combined,0.8004,2.8375,2.357,400
4,humaneval,64,nightjar,0.7454,3.3975,3.357,400
4,humaneval,64,tapout,0.5747,4.835,6.625,400
4,humaneval,64,oracle,0.8682,1.91,1.0,400
4,gsm8k,1,fixed_1,1.5458,1.855,1.0,400
4,gsm8k,1,fixed_2,1.7893,2.505,2.0,400
4,gsm8k,1,fixed_4,1.8639,3.355,4.0,400
4,gsm8k,1,fixed_8,1.4904,3.875,8.0,400
4,gsm8k,1,content_only,1.8797,3.245,3.57,400
4,gsm8k,1,load_only,1.8468,3.095,3.34,400
4,gsm8k,1,combined,1.8797,3.245,3.57,400
4,gsm8k,1,nightjar,1.743,2.945,3.513,400
4,gsm8k,1,tapout,1.62,3.5675,6.013,400
4,gsm8k,1,oracle,2.1487,3.7275,3.045,400
4,gsm8k,4,fixed_1,1.4729,1.7675,1.0,400
4,gsm8k,4,fixed_2,1.675,2.345,2.0,400
4,gsm8k,4,fixed_4,1.6903,3.0425,4.0,400
4,gsm8k,4,fixed_8,1.3558,3.525,8.0,400
4,gsm8k,4,content_only,1.6463,2.65,3.03,400
4,gsm8k,4,load_only,1.6531,2.74,3.295,400
4,gsm8k,4,combined,1.6648,2.9725,3.873,400
4,gsm8k,4,nightjar,1.5832,2.6925,3.572,400
4,gsm8k,4,tapout,1.5144,3.245,5.588,400
4,gsm8k,4,oracle,1.9913,3.355,2.723,400
4,gsm8k,8,fixed_1,1.5042,1.805,1.0,400
4,gsm8k,8,fixed_2,1.7089,2.3925,2.0,400
4,gsm8k,8,fixed_4,1.7111,3.08,4.0,400
4,gsm8k,8,fixed_8,1.0614,3.5325,8.0,400
4,gsm8k,8,content_only,1.7325,2.9175,3.312,400
4,gsm8k,8,load_only,1.6914,2.6875,2.935,400
4,gsm8k,8,combined,1.723,2.92,3.373,400
4,gsm8k,8,nightjar,1.6193,2.8725,3.515,400
4,gsm8k,8,tapout,1.3455,3.26,5.575,400
4,gsm8k,8,oracle,1.9706,3.08,2.408,400
4,gsm8k,16,fixed_1,1.4771,1.7725,1.0,400
4,gsm8k,16,fixed_2,1.5093,2.3425,2.0,400
4,gsm8k,16,fixed_4,1.1149,3.0325,4.0,400
4,gsm8k,16,fixed_8,0.6759,3.4175,8.0,400
4,gsm8k,16,content_only,1.4406,2.2225,1.95,400
4,gsm8k,16,load_only,1.4904,2.1875,1.798,400
4,gsm8k,16,combined,1.4807,2.27,2.0,400
4,gsm8k,16,nightjar,1.3152,2.4825,2.87,400
4,gsm8k,16,tapout,0.9637,3.2175,5.683,400
4,gsm8k,16,oracle,1.6289,2.3425,1.57,400
4,gsm8k,32,fixed_1,1.0556,1.8325,1.0,400
4,gsm8k,32,fixed_2,0.9135,2.47,2.0,400
4,gsm8k,32,fixed_4,0.695,3.225,4.0,400
4,gsm8k,32,fixed_8,0.4256,3.6225,8.0,400
4,gsm8k,32,content_only,0.9738,2.1475,1.705,400
4,gsm8k,32,load_only,0.9855,2.0575,1.575,400
4,gsm8k,32,combined,0.9702,2.17,1.76,400
4,gsm8k,32,nightjar,0.8324,2.6125,3.04,400
4,gsm8k,32,tapout,0.5819,3.4225,5.872,400
4,gsm8k,32,oracle,1.0556,1.8325,1.0,400
4,gsm8k,64,fixed_1,0.8193,1.8025,1.0,400
4,gsm8k,64,fixed_2,0.6934,2.3575,2.0,400
4,gsm8k,64,fixed_4,0.5116,2.9675,4.0,400
4,gsm8k,64,fixed_8,0.3099,3.285,8.0,400
4,gsm8k,64,content_only,0.7384,2.14,1.9,400
4,gsm8k,64,load_only,0.7386,2.1925,1.907,400
4,gsm8k,64,combined,0.7267,2.1875,2.02,400
4,gsm8k,64,nightjar,0.6363,2.575,3.175,400
4,gsm8k,64,tapout,0.4549,3.1,5.442,400
4,gsm8k,64,oracle,0.8193,1.8025,1.0,400
4,mt_bench,1,fixed_1,1.4396,1.7275,1.0,400
4,mt_bench,1,fixed_2,1.6143,2.26,2.0,400
4,mt_bench,1,fixed_4,1.575,2.835,4.0,400
4,mt_bench,1,fixed_8,1.249,3.2475,8.0,400
4,mt_bench,1,content_only,1.6092,2.7075,3.303,400
4,mt_bench,1,load_only,1.4111,1.9075,1.89,400
4,mt_bench,1,combined,1.6092,2.7075,3.303,400
4,mt_bench,1,nightjar,1.549,2.82,3.95,400
4,mt_bench,1,tapout,1.4661,3.0175,5.135,400
4,mt_bench,1,oracle,1.8937,3.14,2.558,400
4,mt_bench,4,fixed_1,1.3583,1.63,1.0,400
4,mt_bench,4,fixed_2,1.4661,2.0525,2.0,400
4,mt_bench,4,fixed_4,1.3708,2.4675,4.0,400
4,mt_bench,4,fixed_8,1.0288,2.675,8.0,400
4,mt_bench,4,content_only,1.4448,2.2475,2.717,400
4,mt_bench,4,load_only,1.4237,2.2325,2.917,400
4,mt_bench,4,combined,1.4393,2.17,2.572,400
4,mt_bench,4,nightjar,1.3229,2.1775,3.413,400
4,mt_bench,4,tapout,1.3021,2.5375,4.673,400
4,mt_bench,4,oracle,1.6838,2.565,2.038,400
4,mt_bench,8,fixed_1,1.4896,1.7875,1.0,400
4,mt_bench,8,fixed_2,1.6768,2.3475,2.0,400
4,mt_bench,8,fixed_4,1.6319,2.9375,4.0,400
4,mt_bench,8,fixed_8,0.9863,3.2825,8.0,400
4,mt_bench,8,content_only,1.6195,2.42,2.44,400
4,mt_bench,8,load_only,1.6374,2.285,2.022,400
4,mt_bench,8,combined,1.6718,2.725,3.053,400
4,mt_bench,8,nightjar,1.5637,2.6275,3.29,400
4,mt_bench,8,tapout,1.3127,3.045,5.183,400
4,mt_bench,8,oracle,1.9126,2.9375,2.28,400
4,mt_bench,16,fixed_1,1.4687,1.7625,1.0,400
4,mt_bench,16,fixed_2,1.4884,2.31,2.0,400
4,mt_bench,16,fixed_4,1.0882,2.96,4.0,400
4,mt_bench,16,fixed_8,0.6552,3.3125,8.0,400
4,mt_bench,16,content_only,1.4809,2.145,1.778,400
4,mt_bench,16,load_only,1.4758,2.205,1.863,400
4,mt_bench,16,combined,1.4652,2.2275,1.97,400
4,mt_bench,16,nightjar,1.3066,2.4025,2.817,400
4,mt_bench,16,tapout,0.99,3.15,5.332,400
4,mt_bench,16,oracle,1.6146,2.31,1.548,400
4,mt_bench,32,fixed_1,1.0297,1.7875,1.0,400
4,mt_bench,32,fixed_2,0.8709,2.355,2.0,400
4,mt_bench,32,fixed_4,0.6352,2.9475,4.0,400
4,mt_bench,32,fixed_8,0.3762,3.2025,8.0,400
4,mt_bench,32,content_only,0.9441,2.07,1.705,400
4,mt_bench,32,load_only,0.9483,2.06,1.657,400
4,mt_bench,32,combined,0.9262,2.1,1.82,400
4,mt_bench,32,nightjar,0.8031,2.4,2.97,400
4,mt_bench,32,tapout,0.5574,3.0225,5.428,400
4,mt_bench,32,oracle,1.0297,1.7875,1.0,400
4,mt_bench,64,fixed_1,0.7727,1.7,1.0,400
4,mt_bench,64,fixed_2,0.6463,2.1975,2.0,400
4,mt_bench,64,fixed_4,0.4668,2.7075,4.0,400
4,mt_bench,64,fixed_8,0.2755,2.92,8.0,400
4,mt_bench,64,content_only,0.6824,2.025,2.007,400
4,mt_bench,64,load_only,0.7066,1.9225,1.75,400
4,mt_bench,64,combined,0.6774,2.0575,2.07,400
4,mt_bench,64,nightjar,0.586,2.2825,3.15,400
4,mt_bench,64,tapout,0.4294,2.765,5.17,400
4,mt_bench,64,oracle,0.7727,1.7,1.0,400
4,spec_bench,1,fixed_1,1.4833,1.78,1.0,400
4,spec_bench,1,fixed_2,1.65,2.31,2.0,400
4,spec_bench,1,fixed_4,1.6069,2.8925,4.0,400
4,spec_bench,1,fixed_8,1.226,3.1875,8.0,400
4,spec_bench,1,content_only,1.5994,2.55,2.985,400
4,spec_bench,1,load_only,1.6112,2.7675,3.57,400
4,spec_bench,1,combined,1.5994,2.55,2.985,400
4,spec_bench,1,nightjar,1.5425,2.5425,3.385,400
4,spec_bench,1,tapout,1.412,3.0,5.675,400
4,spec_bench,1,oracle,1.9036,3.0575,2.47,400
4,spec_bench,4,fixed_1,1.4937,1.7925,1.0,400
4,spec_bench,4,fixed_2,1.6946,2.3725,2.0,400
4,spec_bench,4,fixed_4,1.6944,3.05,4.0,400
4,spec_bench,4,fixed_8,1.3654,3.55,8.0,400
4,spec_bench,4,content_only,1.6613,2.3475,2.155,400
4,spec_bench,4,load_only,1.6688,2.8375,3.458,400
4,spec_bench,4,combined,1.6416,2.805,3.458,400
4,spec_bench,4,nightjar,1.633,2.8025,3.62,400
4,spec_bench,4,tapout,1.516,3.2975,5.845,400
4,spec_bench,4,oracle,2.0062,3.3975,2.77,400
4,spec_bench,8,fixed_1,1.5167,1.82,1.0,400
4,spec_bench,8,fixed_2,1.7696,2.4775,2.0,400
4,spec_bench,8,fixed_4,1.8319,3.2975,4.0,400
4,spec_bench,8,fixed_8,1.1636,3.8725,8.0,400
4,spec_bench,8,content_only,1.8354,3.1,3.34,400
4,spec_bench,8,load_only,1.7652,2.725,2.708,400
4,spec_bench,8,combined,1.8132,3.05,3.325,400
4,spec_bench,8,nightjar,1.6511,2.8625,3.385,400
4,spec_bench,8,tapout,1.3926,3.59,5.928,400
4,spec_bench,8,oracle,2.0556,3.2975,2.623,400
4,spec_bench,16,fixed_1,1.5229,1.8275,1.0,400
4,spec_bench,16,fixed_2,1.6076,2.495,2.0,400
4,spec_bench,16,fixed_4,1.261,3.43,4.0,400
4,spec_bench,16,fixed_8,0.8495,4.295,8.0,400
4,spec_bench,16,content_only,1.5519,2.3725,1.92,400
4,spec_bench,16,load_only,1.5796,2.4525,2.007,400
4,spec_bench,16,combined,1.5462,2.495,2.087,400
4,spec_bench,16,nightjar,1.4105,2.85,3.027,400
4,spec_bench,16,tapout,1.0594,3.9025,6.155,400
4,spec_bench,16,oracle,1.7007,2.495,1.667,400
4,spec_bench,32,fixed_1,1.0052,1.745,1.0,400
4,spec_bench,32,fixed_2,0.8469,2.29,2.0,400
4,spec_bench,32,fixed_4,0.6342,2.9425,4.0,400
4,spec_bench,32,fixed_8,0.3889,3.31,8.0,400
4,spec_bench,32,content_only,0.9238,1.985,1.663,400
4,spec_bench,32,load_only,0.9192,2.0175,1.708,400
4,spec_bench,32,combined,0.8974,2.2025,1.99,400
4,spec_bench,32,nightjar,0.8043,2.3825,2.953,400
4,spec_bench,32,tapout,0.5585,3.1075,5.52,400
4,spec_bench,32,oracle,1.0052,1.745,1.0,400
4,spec_bench,64,fixed_1,0.8364,1.84,1.0,400
4,spec_bench,64,fixed_2,0.7419,2.5225,2.0,400
4,spec_bench,64,fixed_4,0.5806,3.3675,4.0,400
4,spec_bench,64,fixed_8,0.3717,3.94,8.0,400
4,spec_bench,64,content_only,0.7623,2.2025,1.88,400
4,spec_bench,64,load_only,0.7618,2.225,1.875,400
4,spec_bench,64,combined,0.7539,2.195,1.93,400
4,spec_bench,64,nightjar,0.6703,2.815,3.23,400
4,spec_bench,64,tapout,0.4828,3.665,6.053,400
4,spec_bench,64,oracle,0.8364,1.84,1.0,400
5,humaneval,1,fixed_1,1.6104,1.9325,1.0,400
5,humaneval,1,fixed_2,1.9625,2.7475,2.0,400
5,humaneval,1,fixed_4,2.2486,4.0475,4.0,400
5,humaneval,1,fixed_8,2.1692,5.64,8.0,400
5,humaneval,1,content_only,2.1968,3.8525,3.712,400
5,humaneval,1,load_only,2.2191,4.015,4.037,400
5,humaneval,1,combined,2.1968,3.8525,3.712,400
5,humaneval,1,nightjar,2.1096,4.025,4.295,400
5,humaneval,1,tapout,2.1312,4.995,6.55,400
5,humaneval,1,oracle,2.6092,5.415,4.64,400
5,humaneval,4,fixed_1,1.6104,1.9325,1.0,400
5,humaneval,4,fixed_2,1.9768,2.7675,2.0,400
5,humaneval,4,fixed_4,2.3375,4.2075,4.0,400
5,humaneval,4,fixed_8,2.2779,5.9225,8.0,400
5,humaneval,4,content_only,2.283,5.05,5.91,400
5,humaneval,4,load_only,2.3093,4.235,4.155,400
5,humaneval,4,combined,2.2926,4.325,4.362,400
5,humaneval,4,nightjar,2.1916,4.2625,4.44,400
5,humaneval,4,tapout,2.2249,5.3025,6.755,400
5,humaneval,4,oracle,2.6624,5.61,4.865,400
5,humaneval,8,fixed_1,1.6042,1.925,1.0,400
5,humaneval,8,fixed_2,1.9661,2.7525,2.0,400
5,humaneval,8,fixed_4,2.2736,4.0925,4.0,400
5,humaneval,8,fixed_8,1.6549,5.5075,8.0,400
5,humaneval,8,content_only,2.2338,3.9625,3.797,400
5,humaneval,8,load_only,2.1952,4.0425,4.01,400
5,humaneval,8,combined,2.2142,3.9075,3.725,400
5,humaneval,8,nightjar,2.0174,3.6675,3.678,400
5,humaneval,8,tapout,1.7263,4.9275,6.678,400
5,humaneval,8,oracle,2.3998,4.0925,3.268,400
5,humaneval,16,fixed_1,1.6,1.92,1.0,400
5,humaneval,16,fixed_2,1.7526,2.72,2.0,400
5,humaneval,16,fixed_4,1.4513,3.9475,4.0,400
5,humaneval,16,fixed_8,1.0458,5.2875,8.0,400
5,humaneval,16,content_only,1.6761,2.8,2.217,400
5,humaneval,16,load_only,1.6877,2.7925,2.185,400
5,humaneval,16,combined,1.6772,2.8,2.217,400
5,humaneval,16,nightjar,1.5429,3.06,2.965,400
5,humaneval,16,tapout,1.2209,4.815,6.595,400
5,humaneval,16,oracle,1.8131,2.72,1.8,400
5,humaneval,32,fixed_1,1.0887,1.89,1.0,400
5,humaneval,32,fixed_2,0.9911,2.68,2.0,400
5,humaneval,32,fixed_4,0.8335,3.8675,4.0,400
5,humaneval,32,fixed_8,0.6044,5.145,8.0,400
5,humaneval,32,content_only,1.0221,2.4025,1.825,400
5,humaneval,32,load_only,1.0162,2.365,1.81,400
5,humaneval,32,combined,1.0155,2.545,1.99,400
5,humaneval,32,nightjar,0.9146,3.1,3.167,400
5,humaneval,32,tapout,0.7205,4.7075,6.395,400
5,humaneval,32,oracle,1.0887,1.89,1.0,400
5,humaneval,64,fixed_1,0.8739,1.9225,1.0,400
