seed,workload,batch,policy,mean_speedup,accepted_tokens_per_step,mean_K,n_steps
5,humaneval,64,fixed_2,0.8154,2.7725,2.0,400
5,humaneval,64,fixed_4,0.7151,4.1475,4.0,400
5,humaneval,64,fixed_8,0.5417,5.7425,8.0,400
5,humaneval,64,content_only,0.8089,2.7925,2.26,400
5,humaneval,64,load_only,0.8032,2.9175,2.41,400
5,humaneval,64,combined,0.8073,2.835,2.322,400
5,humaneval,64,nightjar,0.7566,3.4675,3.365,400
5,humaneval,64,tapout,0.6098,5.1975,6.628,400
5,humaneval,64,oracle,0.8739,1.9225,1.0,400
5,gsm8k,1,fixed_1,1.5458,1.855,1.0,400
5,gsm8k,1,fixed_2,1.7964,2.515,2.0,400
5,gsm8k,1,fixed_4,1.8542,3.3375,4.0,400
5,gsm8k,1,fixed_8,1.4615,3.8,8.0,400
5,gsm8k,1,content_only,1.8401,3.17,3.58,400
5,gsm8k,1,load_only,1.7529,2.7825,2.987,400
5,gsm8k,1,combined,1.8401,3.17,3.58,400
5,gsm8k,1,nightjar,1.6882,2.8475,3.513,400
5,gsm8k,1,tapout,1.6219,3.5525,5.99,400
5,gsm8k,1,oracle,2.1246,3.59,2.905,400
5,gsm8k,4,fixed_1,1.5063,1.8075,1.0,400
5,gsm8k,4,fixed_2,1.7357,2.43,2.0,400
5,gsm8k,4,fixed_4,1.7181,3.0925,4.0,400
5,gsm8k,4,fixed_8,1.3356,3.4725,8.0,400
5,gsm8k,4,content_only,1.7467,2.9825,3.498,400
5,gsm8k,4,load_only,1.6818,2.73,3.138,400
5,gsm8k,4,combined,1.7191,3.01,3.715,400
5,gsm8k,4,nightjar,1.6399,2.7525,3.49,400
5,gsm8k,4,tapout,1.5107,3.2425,5.75,400
5,gsm8k,4,oracle,2.013,3.3275,2.692,400
5,gsm8k,8,fixed_1,1.4292,1.715,1.0,400
5,gsm8k,8,fixed_2,1.5482,2.1675,2.0,400
5,gsm8k,8,fixed_4,1.4375,2.5875,4.0,400
5,gsm8k,8,fixed_8,0.8248,2.745,8.0,400
5,gsm8k,8,content_only,1.5208,2.23,2.312,400
5,gsm8k,8,load_only,1.5381,2.13,1.958,400
5,gsm8k,8,combined,1.54,2.27,2.353,400
5,gsm8k,8,nightjar,1.4469,2.315,3.087,400
5,gsm8k,8,tapout,1.1765,2.61,5.067,400
5,gsm8k,8,oracle,1.7494,2.5875,1.992,400
5,gsm8k,16,fixed_1,1.5104,1.8125,1.0,400
5,gsm8k,16,fixed_2,1.5593,2.42,2.0,400
5,gsm8k,16,fixed_4,1.125,3.06,4.0,400
5,gsm8k,16,fixed_8,0.6824,3.45,8.0,400
5,gsm8k,16,content_only,1.5302,2.3225,1.88,400
5,gsm8k,16,load_only,1.5095,2.26,1.825,400
5,gsm8k,16,combined,1.5216,2.2875,1.865,400
5,gsm8k,16,nightjar,1.3628,2.5,2.797,400
5,gsm8k,16,tapout,0.9805,3.2625,5.657,400
5,gsm8k,16,oracle,1.6722,2.42,1.607,400
5,gsm8k,32,fixed_1,1.0369,1.8,1.0,400
5,gsm8k,32,fixed_2,0.8848,2.3925,2.0,400
5,gsm8k,32,fixed_4,0.6719,3.1175,4.0,400
5,gsm8k,32,fixed_8,0.4188,3.565,8.0,400
5,gsm8k,32,content_only,0.9593,2.045,1.645,400
5,gsm8k,32,load_only,0.964,2.08,1.65,400
5,gsm8k,32,combined,0.9585,2.12,1.742,400
5,gsm8k,32,nightjar,0.8208,2.535,3.025,400
5,gsm8k,32,tapout,0.5689,3.3075,5.86,400
5,gsm8k,32,oracle,1.0369,1.8,1.0,400
5,gsm8k,64,fixed_1,0.8318,1.83,1.0,400
5,gsm8k,64,fixed_2,0.7353,2.5,2.0,400
5,gsm8k,64,fixed_4,0.5875,3.4075,4.0,400
5,gsm8k,64,fixed_8,0.3849,4.08,8.0,400
5,gsm8k,64,content_only,0.7478,2.3375,2.07,400
5,gsm8k,64,load_only,0.7544,2.425,2.085,400
5,gsm8k,64,combined,0.7533,2.36,2.09,400
5,gsm8k,64,nightjar,0.677,2.8275,3.215,400
5,gsm8k,64,tapout,0.4924,3.7775,6.015,400
5,gsm8k,64,oracle,0.8318,1.83,1.0,400
5,mt_bench,1,fixed_1,1.4833,1.78,1.0,400
5,mt_bench,1,fixed_2,1.7161,2.4025,2.0,400
5,mt_bench,1,fixed_4,1.7708,3.1875,4.0,400
5,mt_bench,1,fixed_8,1.4125,3.6725,8.0,400
5,mt_bench,1,content_only,1.7773,3.0975,3.663,400
5,mt_bench,1,load_only,1.7043,2.3975,2.09,400
5,mt_bench,1,combined,1.7773,3.0975,3.663,400
5,mt_bench,1,nightjar,1.6586,2.8925,3.708,400
5,mt_bench,1,tapout,1.5555,3.34,5.7,400
5,mt_bench,1,oracle,2.037,3.4475,2.822,400
5,mt_bench,4,fixed_1,1.4896,1.7875,1.0,400
5,mt_bench,4,fixed_2,1.6821,2.355,2.0,400
5,mt_bench,4,fixed_4,1.6514,2.9725,4.0,400
5,mt_bench,4,fixed_8,1.2394,3.2225,8.0,400
5,mt_bench,4,content_only,1.6923,2.745,3.058,400
5,mt_bench,4,load_only,1.6308,2.425,2.487,400
5,mt_bench,4,combined,1.6798,2.7225,3.055,400
5,mt_bench,4,nightjar,1.6007,2.645,3.397,400
5,mt_bench,4,tapout,1.4644,3.07,5.487,400
5,mt_bench,4,oracle,1.9397,3.0675,2.417,400
5,mt_bench,8,fixed_1,1.4854,1.7825,1.0,400
5,mt_bench,8,fixed_2,1.7,2.38,2.0,400
5,mt_bench,8,fixed_4,1.6972,3.055,4.0,400
5,mt_bench,8,fixed_8,1.0276,3.42,8.0,400
5,mt_bench,8,content_only,1.7026,2.87,3.34,400
5,mt_bench,8,load_only,1.675,2.4,2.185,400
5,mt_bench,8,combined,1.6997,2.88,3.38,400
5,mt_bench,8,nightjar,1.5771,2.6275,3.255,400
5,mt_bench,8,tapout,1.3226,3.225,5.57,400
5,mt_bench,8,oracle,1.9461,3.055,2.433,400
5,mt_bench,16,fixed_1,1.5417,1.85,1.0,400
5,mt_bench,16,fixed_2,1.6463,2.555,2.0,400
5,mt_bench,16,fixed_4,1.2408,3.375,4.0,400
5,mt_bench,16,fixed_8,0.7719,3.9025,8.0,400
5,mt_bench,16,content_only,1.605,2.515,2.02,400
5,mt_bench,16,load_only,1.5673,2.485,2.027,400
5,mt_bench,16,combined,1.5908,2.455,1.958,400
5,mt_bench,16,nightjar,1.4333,2.735,2.888,400
5,mt_bench,16,tapout,1.0496,3.63,5.827,400
5,mt_bench,16,oracle,1.7294,2.555,1.705,400
5,mt_bench,32,fixed_1,1.0023,1.74,1.0,400
5,mt_bench,32,fixed_2,0.8321,2.25,2.0,400
5,mt_bench,32,fixed_4,0.6051,2.8075,4.0,400
5,mt_bench,32,fixed_8,0.3574,3.0425,8.0,400
5,mt_bench,32,content_only,0.9144,2.06,1.825,400
5,mt_bench,32,load_only,0.9373,1.8475,1.465,400
5,mt_bench,32,combined,0.9133,1.95,1.745,400
5,mt_bench,32,nightjar,0.7722,2.29,2.973,400
5,mt_bench,32,tapout,0.554,2.88,5.165,400
5,mt_bench,32,oracle,1.0023,1.74,1.0,400
5,mt_bench,64,fixed_1,0.8102,1.7825,1.0,400
5,mt_bench,64,fixed_2,0.6897,2.345,2.0,400
5,mt_bench,64,fixed_4,0.519,3.01,4.0,400
5,mt_bench,64,fixed_8,0.32,3.3925,8.0,400
5,mt_bench,64,content_only,0.7208,2.1875,2.018,400
5,mt_bench,64,load_only,0.7349,2.07,1.798,400
5,mt_bench,64,combined,0.7192,2.1725,2.03,400
5,mt_bench,64,nightjar,0.6232,2.445,3.143,400
5,mt_bench,64,tapout,0.4543,3.21,5.692,400
5,mt_bench,64,oracle,0.8102,1.7825,1.0,400
5,spec_bench,1,fixed_1,1.5437,1.8525,1.0,400
5,spec_bench,1,fixed_2,1.8054,2.5275,2.0,400
5,spec_bench,1,fixed_4,1.8722,3.37,4.0,400
5,spec_bench,1,fixed_8,1.476,3.8375,8.0,400
5,spec_bench,1,content_only,1.8447,3.1825,3.575,400
5,spec_bench,1,load_only,1.7768,2.86,3.087,400
5,spec_bench,1,combined,1.8447,3.1825,3.575,400
5,spec_bench,1,nightjar,1.7344,2.94,3.545,400
5,spec_bench,1,tapout,1.6114,3.54,6.005,400
5,spec_bench,1,oracle,2.1367,3.63,2.95,400
5,spec_bench,4,fixed_1,1.4792,1.775,1.0,400
5,spec_bench,4,fixed_2,1.6911,2.3675,2.0,400
5,spec_bench,4,fixed_4,1.7264,3.1075,4.0,400
5,spec_bench,4,fixed_8,1.4173,3.685,8.0,400
5,spec_bench,4,content_only,1.6665,2.985,3.745,400
5,spec_bench,4,load_only,1.6643,2.33,2.05,400
5,spec_bench,4,combined,1.6989,3.055,3.78,400
5,spec_bench,4,nightjar,1.6177,2.805,3.675,400
5,spec_bench,4,tapout,1.5762,3.4225,5.76,400
5,spec_bench,4,oracle,2.0325,3.5175,2.888,400
5,spec_bench,8,fixed_1,1.4771,1.7725,1.0,400
5,spec_bench,8,fixed_2,1.6714,2.34,2.0,400
5,spec_bench,8,fixed_4,1.7139,3.085,4.0,400
5,spec_bench,8,fixed_8,1.105,3.6775,8.0,400
5,spec_bench,8,content_only,1.759,2.8725,3.025,400
5,spec_bench,8,load_only,1.6894,2.8125,3.275,400
5,spec_bench,8,combined,1.7459,2.8575,3.033,400
5,spec_bench,8,nightjar,1.5761,2.7,3.36,400
5,spec_bench,8,tapout,1.3409,3.38,5.68,400
5,spec_bench,8,oracle,1.9553,3.085,2.433,400
5,spec_bench,16,fixed_1,1.5729,1.8875,1.0,400
5,spec_bench,16,fixed_2,1.7123,2.6575,2.0,400
5,spec_bench,16,fixed_4,1.3842,3.765,4.0,400
5,spec_bench,16,fixed_8,0.9217,4.66,8.0,400
5,spec_bench,16,content_only,1.6478,2.76,2.203,400
5,spec_bench,16,load_only,1.6417,2.58,2.005,400
5,spec_bench,16,combined,1.6363,2.6925,2.16,400
5,spec_bench,16,nightjar,1.4971,2.9575,2.96,400
5,spec_bench,16,tapout,1.1177,4.26,6.428,400
5,spec_bench,16,oracle,1.778,2.6575,1.77,400
5,spec_bench,32,fixed_1,1.0513,1.825,1.0,400
5,spec_bench,32,fixed_2,0.8959,2.4225,2.0,400
5,spec_bench,32,fixed_4,0.6923,3.2125,4.0,400
5,spec_bench,32,fixed_8,0.4391,3.7375,8.0,400
5,spec_bench,32,content_only,0.9672,2.25,1.845,400
5,spec_bench,32,load_only,0.9647,2.095,1.645,400
5,spec_bench,32,combined,0.9645,2.1675,1.785,400
5,spec_bench,32,nightjar,0.8298,2.5375,3.002,400
5,spec_bench,32,tapout,0.5849,3.4675,5.918,400
5,spec_bench,32,oracle,1.0513,1.825,1.0,400
5,spec_bench,64,fixed_1,0.833,1.8325,1.0,400
5,spec_bench,64,fixed_2,0.7331,2.4925,2.0,400
5,spec_bench,64,fixed_4,0.5806,3.3675,4.0,400
5,spec_bench,64,fixed_8,0.3847,4.0775,8.0,400
5,spec_bench,64,content_only,0.7508,2.365,2.092,400
5,spec_bench,64,load_only,0.7626,2.32,1.952,400
5,spec_bench,64,combined,0.7393,2.4175,2.232,400
5,spec_bench,64,nightjar,0.6643,2.7925,3.237,400
5,spec_bench,64,tapout,0.4936,3.76,6.048,400
5,spec_bench,64,oracle,0.833,1.8325,1.0,400
6,humaneval,1,fixed_1,1.6146,1.9375,1.0,400
6,humaneval,1,fixed_2,1.9946,2.7925,2.0,400
6,humaneval,1,fixed_4,2.3125,4.1625,4.0,400
6,humaneval,1,fixed_8,2.2115,5.75,8.0,400
6,humaneval,1,content_only,2.2461,3.9775,3.828,400
6,humaneval,1,load_only,2.2904,4.1175,3.987,400
6,humaneval,1,combined,2.2461,3.9775,3.828,400
6,humaneval,1,nightjar,2.1122,4.0025,4.245,400
6,humaneval,1,tapout,2.1779,5.1725,6.71,400
6,humaneval,1,oracle,2.6411,5.4675,4.7,400
6,humaneval,4,fixed_1,1.6083,1.93,1.0,400
6,humaneval,4,fixed_2,1.9714,2.76,2.0,400
6,humaneval,4,fixed_4,2.2708,4.0875,4.0,400
6,humaneval,4,fixed_8,2.0808,5.41,8.0,400
6,humaneval,4,content_only,2.2181,3.9475,3.875,400
6,humaneval,4,load_only,2.2165,4.01,4.03,400
6,humaneval,4,combined,2.1937,3.8575,3.768,400
6,humaneval,4,nightjar,2.0497,3.7575,4.025,400
6,humaneval,4,tapout,2.0874,4.89,6.61,400
6,humaneval,4,oracle,2.5592,5.15,4.425,400
6,humaneval,8,fixed_1,1.575,1.89,1.0,400
6,humaneval,8,fixed_2,1.9107,2.675,2.0,400
6,humaneval,8,fixed_4,2.1319,3.8375,4.0,400
6,humaneval,8,fixed_8,1.5092,5.0225,8.0,400
6,humaneval,8,content_only,2.0503,3.77,3.942,400
6,humaneval,8,load_only,2.051,3.6825,3.805,400
6,humaneval,8,combined,2.0536,3.8175,4.015,400
6,humaneval,8,nightjar,1.8898,3.405,3.61,400
6,humaneval,8,tapout,1.6078,4.5325,6.57,400
6,humaneval,8,oracle,2.2887,3.8375,3.07,400
6,humaneval,16,fixed_1,1.6,1.92,1.0,400
6,humaneval,16,fixed_2,1.7671,2.7425,2.0,400
6,humaneval,16,fixed_4,1.5055,4.095,4.0,400
6,humaneval,16,fixed_8,1.1229,5.6775,8.0,400
6,humaneval,16,content_only,1.6874,2.94,2.337,400
6,humaneval,16,load_only,1.7084,2.9075,2.283,400
6,humaneval,16,combined,1.7045,2.81,2.185,400
6,humaneval,16,nightjar,1.572,3.3875,3.178,400
6,humaneval,16,tapout,1.2657,5.1125,6.683,400
6,humaneval,16,oracle,1.8191,2.7425,1.823,400
6,humaneval,32,fixed_1,1.0974,1.905,1.0,400
6,humaneval,32,fixed_2,1.0031,2.7125,2.0,400
6,humaneval,32,fixed_4,0.8621,4.0,4.0,400
6,humaneval,32,fixed_8,0.6491,5.525,8.0,400
6,humaneval,32,content_only,1.0171,2.955,2.377,400
6,humaneval,32,load_only,1.0269,2.485,1.913,400
6,humaneval,32,combined,1.0273,2.4125,1.833,400
6,humaneval,32,nightjar,0.9409,3.2675,3.212,400
6,humaneval,32,tapout,0.7328,5.0,6.68,400
6,humaneval,32,oracle,1.0974,1.905,1.0,400
6,humaneval,64,fixed_1,0.8716,1.9175,1.0,400
6,humaneval,64,fixed_2,0.8051,2.7375,2.0,400
6,humaneval,64,fixed_4,0.6914,4.01,4.0,400
6,humaneval,64,fixed_8,0.4965,5.2625,8.0,400
6,humaneval,64,content_only,0.8065,2.715,2.19,400
6,humaneval,64,load_only,0.7983,2.7275,2.24,400
6,humaneval,64,combined,0.7921,2.87,2.413,400
6,humaneval,64,nightjar,0.7423,3.245,3.268,400
6,humaneval,64,tapout,0.5656,4.76,6.582,400
6,humaneval,64,oracle,0.8716,1.9175,1.0,400
6,gsm8k,1,fixed_1,1.3813,1.6575,1.0,400
6,gsm8k,1,fixed_2,1.4982,2.0975,2.0,400
6,gsm8k,1,fixed_4,1.4292,2.5725,4.0,400
6,gsm8k,1,fixed_8,1.0808,2.81,8.0,400
6,gsm8k,1,content_only,1.4812,2.1975,2.44,400
6,gsm8k,1,load_only,1.406,2.21,2.895,400
6,gsm8k,1,combined,1.4812,2.1975,2.44,400
6,gsm8k,1,nightjar,1.376,2.2275,3.315,400
6,gsm8k,1,tapout,1.3179,2.68,4.928,400
6,gsm8k,1,oracle,1.7414,2.705,2.145,400
6,gsm8k,4,fixed_1,1.5229,1.8275,1.0,400
6,gsm8k,4,fixed_2,1.7589,2.4625,2.0,400
6,gsm8k,4,fixed_4,1.8292,3.2925,4.0,400
6,gsm8k,4,fixed_8,1.4663,3.8125,8.0,400
6,gsm8k,4,content_only,1.8056,3.155,3.695,400
6,gsm8k,4,load_only,1.7924,2.9775,3.31,400
6,gsm8k,4,combined,1.8276,3.19,3.685,400
6,gsm8k,4,nightjar,1.6927,3.0475,3.902,400
6,gsm8k,4,tapout,1.6013,3.5625,6.07,400
6,gsm8k,4,oracle,2.1034,3.64,3.005,400
6,gsm8k,8,fixed_1,1.5208,1.825,1.0,400
6,gsm8k,8,fixed_2,1.7179,2.405,2.0,400
6,gsm8k,8,fixed_4,1.7222,3.1,4.0,400
6,gsm8k,8,fixed_8,1.0592,3.525,8.0,400
6,gsm8k,8,content_only,1.7348,2.795,2.998,400
6,gsm8k,8,load_only,1.7288,2.89,3.297,400
6,gsm8k,8,combined,1.7091,2.685,2.797,400
6,gsm8k,8,nightjar,1.5878,2.695,3.308,400
6,gsm8k,8,tapout,1.3098,3.2625,5.865,400
6,gsm8k,8,oracle,1.9843,3.1,2.415,400
6,gsm8k,16,fixed_1,1.5062,1.8075,1.0,400
6,gsm8k,16,fixed_2,1.5432,2.395,2.0,400
6,gsm8k,16,fixed_4,1.1461,3.1175,4.0,400
6,gsm8k,16,fixed_8,0.7051,3.565,8.0,400
6,gsm8k,16,content_only,1.5109,2.3075,1.925,400
6,gsm8k,16,load_only,1.4827,2.1475,1.722,400
6,gsm8k,16,combined,1.5074,2.275,1.93,400
6,gsm8k,16,nightjar,1.3514,2.55,2.868,400
6,gsm8k,16,tapout,0.9626,3.2975,5.855,400
6,gsm8k,16,oracle,1.6627,2.395,1.587,400
6,gsm8k,32,fixed_1,1.0181,1.7675,1.0,400
6,gsm8k,32,fixed_2,0.8626,2.3325,2.0,400
6,gsm8k,32,fixed_4,0.6444,2.99,4.0,400
6,gsm8k,32,fixed_8,0.3933,3.3475,8.0,400
6,gsm8k,32,content_only,0.9453,2.045,1.667,400
6,gsm8k,32,load_only,0.9353,2.035,1.683,400
6,gsm8k,32,combined,0.9203,2.1275,1.88,400
6,gsm8k,32,nightjar,0.7964,2.4525,3.018,400
6,gsm8k,32,tapout,0.5582,3.11,5.593,400
6,gsm8k,32,oracle,1.0181,1.7675,1.0,400
6,gsm8k,64,fixed_1,0.8443,1.8575,1.0,400
6,gsm8k,64,fixed_2,0.75,2.55,2.0,400
6,gsm8k,64,fixed_4,0.5858,3.3975,4.0,400
6,gsm8k,64,fixed_8,0.3757,3.9825,8.0,400
6,gsm8k,64,content_only,0.7736,2.28,1.893,400
6,gsm8k,64,load_only,0.7735,2.325,1.925,400
6,gsm8k,64,combined,0.769,2.2775,1.915,400
6,gsm8k,64,nightjar,0.6814,2.805,3.183,400
6,gsm8k,64,tapout,0.4823,3.715,6.17,400
6,gsm8k,64,oracle,0.8443,1.8575,1.0,400
6,mt_bench,1,fixed_1,1.3479,1.6175,1.0,400
6,mt_bench,1,fixed_2,1.4357,2.01,2.0,400
6,mt_bench,1,fixed_4,1.2736,2.2925,4.0,400
6,mt_bench,1,fixed_8,0.9077,2.36,8.0,400
6,mt_bench,1,content_only,1.4087,2.0175,2.245,400
6,mt_bench,1,load_only,1.3732,1.95,2.183,400
6,mt_bench,1,combined,1.4087,2.0175,2.245,400
6,mt_bench,1,nightjar,1.2981,2.115,3.355,400
6,mt_bench,1,tapout,1.201,2.2625,4.595,400
6,mt_bench,1,oracle,1.599,2.31,1.812,400
6,mt_bench,4,fixed_1,1.4917,1.79,1.0,400
6,mt_bench,4,fixed_2,1.6875,2.3625,2.0,400
6,mt_bench,4,fixed_4,1.6667,3.0,4.0,400
6,mt_bench,4,fixed_8,1.2837,3.3375,8.0,400
6,mt_bench,4,content_only,1.6757,2.915,3.647,400
6,mt_bench,4,load_only,1.6768,2.9325,3.717,400
6,mt_bench,4,combined,1.6771,2.8125,3.333,400
6,mt_bench,4,nightjar,1.5895,2.72,3.612,400
6,mt_bench,4,tapout,1.4702,3.1275,5.585,400
6,mt_bench,4,oracle,1.9582,3.16,2.522,400
6,mt_bench,8,fixed_1,1.4479,1.7375,1.0,400
6,mt_bench,8,fixed_2,1.6125,2.2575,2.0,400
6,mt_bench,8,fixed_4,1.5944,2.87,4.0,400
6,mt_bench,8,fixed_8,0.954,3.175,8.0,400
6,mt_bench,8,content_only,1.6229,2.6675,3.1,400
6,mt_bench,8,load_only,1.6069,2.77,3.56,400
6,mt_bench,8,combined,1.6408,2.7325,3.172,400
6,mt_bench,8,nightjar,1.4934,2.4775,3.22,400
6,mt_bench,8,tapout,1.2614,2.9725,5.28,400
6,mt_bench,8,oracle,1.8644,2.87,2.24,400
6,mt_bench,16,fixed_1,1.3667,1.64,1.0,400
6,mt_bench,16,fixed_2,1.3386,2.0775,2.0,400
6,mt_bench,16,fixed_4,0.8952,2.435,4.0,400
6,mt_bench,16,fixed_8,0.5044,2.55,8.0,400
6,mt_bench,16,content_only,1.3183,2.0125,2.035,400
6,mt_bench,16,load_only,1.3314,1.965,1.845,400
6,mt_bench,16,combined,1.3191,2.0375,2.04,400
6,mt_bench,16,nightjar,1.1647,2.0775,2.795,400
6,mt_bench,16,tapout,0.8684,2.43,4.822,400
6,mt_bench,16,oracle,1.4832,2.0775,1.438,400
6,mt_bench,32,fixed_1,1.0239,1.7775,1.0,400
6,mt_bench,32,fixed_2,0.8645,2.3375,2.0,400
6,mt_bench,32,fixed_4,0.6492,3.0125,4.0,400
6,mt_bench,32,fixed_8,0.3912,3.33,8.0,400
6,mt_bench,32,content_only,0.9512,1.9875,1.633,400
6,mt_bench,32,load_only,0.9453,2.08,1.695,400
6,mt_bench,32,combined,0.9396,2.06,1.742,400
6,mt_bench,32,nightjar,0.8042,2.465,3.02,400
6,mt_bench,32,tapout,0.5613,3.11,5.508,400
6,mt_bench,32,oracle,1.0239,1.7775,1.0,400
6,mt_bench,64,fixed_1,0.7705,1.695,1.0,400
6,mt_bench,64,fixed_2,0.6265,2.13,2.0,400
6,mt_bench,64,fixed_4,0.4362,2.53,4.0,400
6,mt_bench,64,fixed_8,0.2535,2.6875,8.0,400
6,mt_bench,64,content_only,0.6866,1.9225,1.865,400
6,mt_bench,64,load_only,0.6957,1.8775,1.728,400
6,mt_bench,64,combined,0.6817,1.92,1.94,400
6,mt_bench,64,nightjar,0.5675,2.185,3.145,400
6,mt_bench,64,tapout,0.4274,2.5725,4.883,400
6,mt_bench,64,oracle,0.7705,1.695,1.0,400
6,spec_bench,1,fixed_1,1.45,1.74,1.0,400
6,spec_bench,1,fixed_2,1.6,2.24,2.0,400
6,spec_bench,1,fixed_4,1.5625,2.8125,4.0,400
6,spec_bench,1,fixed_8,1.2096,3.145,8.0,400
6,spec_bench,1,content_only,1.6086,2.56,2.935,400
6,spec_bench,1,load_only,1.5685,2.635,3.373,400
6,spec_bench,1,combined,1.6086,2.56,2.935,400
6,spec_bench,1,nightjar,1.4931,2.5125,3.507,400
6,spec_bench,1,tapout,1.3951,2.94,5.55,400
6,spec_bench,1,oracle,1.877,3.02,2.4,400
6,spec_bench,4,fixed_1,1.5292,1.835,1.0,400
6,spec_bench,4,fixed_2,1.7893,2.505,2.0,400
6,spec_bench,4,fixed_4,1.8861,3.395,4.0,400
6,spec_bench,4,fixed_8,1.5731,4.09,8.0,400
6,spec_bench,4,content_only,1.885,3.285,3.635,400
6,spec_bench,4,load_only,1.8428,3.09,3.373,400
6,spec_bench,4,combined,1.8893,3.26,3.558,400
6,spec_bench,4,nightjar,1.7313,3.025,3.723,400
6,spec_bench,4,tapout,1.6445,3.6575,6.085,400
6,spec_bench,4,oracle,2.1719,3.8825,3.23,400
6,spec_bench,8,fixed_1,1.4896,1.7875,1.0,400
6,spec_bench,8,fixed_2,1.7125,2.3975,2.0,400
6,spec_bench,8,fixed_4,1.7792,3.2025,4.0,400
6,spec_bench,8,fixed_8,1.111,3.6975,8.0,400
6,spec_bench,8,content_only,1.7597,3.105,3.67,400
6,spec_bench,8,load_only,1.6875,2.5025,2.42,400
6,spec_bench,8,combined,1.7666,3.0075,3.393,400
6,spec_bench,8,nightjar,1.6276,2.8525,3.458,400
6,spec_bench,8,tapout,1.3462,3.4825,5.97,400
6,spec_bench,8,oracle,2.0142,3.2025,2.505,400
6,spec_bench,16,fixed_1,1.4521,1.7425,1.0,400
6,spec_bench,16,fixed_2,1.482,2.3,2.0,400
6,spec_bench,16,fixed_4,1.1002,2.9925,4.0,400
6,spec_bench,16,fixed_8,0.7007,3.5425,8.0,400
6,spec_bench,16,content_only,1.4321,2.325,2.152,400
6,spec_bench,16,load_only,1.4367,2.2775,2.04,400
6,spec_bench,16,combined,1.4277,2.3325,2.192,400
6,spec_bench,16,nightjar,1.2864,2.4375,2.893,400
6,spec_bench,16,tapout,0.9534,3.29,5.713,400
6,spec_bench,16,oracle,1.6006,2.3,1.558,400
6,spec_bench,32,fixed_1,1.0124,1.7575,1.0,400
6,spec_bench,32,fixed_2,0.8515,2.3025,2.0,400
6,spec_bench,32,fixed_4,0.6466,3.0,4.0,400
6,spec_bench,32,fixed_8,0.41,3.49,8.0,400
6,spec_bench,32,content_only,0.9261,2.05,1.745,400
6,spec_bench,32,load_only,0.9335,2.03,1.673,400
6,spec_bench,32,combined,0.9231,2.09,1.837,400
6,spec_bench,32,nightjar,0.7962,2.4225,3.002,400
6,spec_bench,32,tapout,0.5628,3.2525,5.737,400
6,spec_bench,32,oracle,1.0124,1.7575,1.0,400
6,spec_bench,64,fixed_1,0.8398,1.8475,1.0,400
6,spec_bench,64,fixed_2,0.7397,2.515,2.0,400
6,spec_bench,64,fixed_4,0.5918,3.4325,4.0,400
6,spec_bench,64,fixed_8,0.4014,4.255,8.0,400
6,spec_bench,64,content_only,0.7681,2.2175,1.847,400
6,spec_bench,64,load_only,0.7639,2.42,2.058,400
6,spec_bench,64,combined,0.7546,2.3325,2.06,400
6,spec_bench,64,nightjar,0.6782,2.8,3.192,400
6,spec_bench,64,tapout,0.4942,3.885,6.145,400
6,spec_bench,64,oracle,0.8398,1.8475,1.0,400
7,humaneval,1,fixed_1,1.6083,1.93,1.0,400
7,humaneval,1,fixed_2,1.9857,2.78,2.0,400
7,humaneval,1,fixed_4,2.3417,4.215,4.0,400
7,humaneval,1,fixed_8,2.326,6.0475,8.0,400
7,humaneval,1,content_only,2.2843,4.025,3.772,400
7,humaneval,1,load_only,2.3083,4.415,4.51,400
7,humaneval,1,combined,2.2843,4.025,3.772,400
7,humaneval,1,nightjar,2.208,4.275,4.39,400
7,humaneval,1,tapout,2.2721,5.385,6.652,400
7,humaneval,1,oracle,2.7086,5.82,5.04,400
7,humaneval,4,fixed_1,1.5771,1.8925,1.0,400
7,humaneval,4,fixed_2,1.9,2.66,2.0,400
7,humaneval,4,fixed_4,2.0792,3.7425,4.0,400
7,humaneval,4,fixed_8,1.801,4.6825,8.0,400
7,humaneval,4,content_only,2.045,3.615,3.803,400
7,humaneval,4,load_only,2.0516,3.625,3.822,400
7,humaneval,4,combined,1.9759,4.065,5.197,400
7,humaneval,4,nightjar,1.898,3.4575,3.982,400
7,humaneval,4,tapout,1.8499,4.2575,6.445,400
7,humaneval,4,oracle,2.3667,4.4375,3.712,400
7,humaneval,8,fixed_1,1.5792,1.895,1.0,400
7,humaneval,8,fixed_2,1.8929,2.65,2.0,400
7,humaneval,8,fixed_4,2.0403,3.6725,4.0,400
7,humaneval,8,fixed_8,1.3507,4.495,8.0,400
7,humaneval,8,content_only,1.9746,3.3775,3.45,400
7,humaneval,8,load_only,1.9096,3.115,3.067,400
7,humaneval,8,combined,1.9859,3.4075,3.47,400
7,humaneval,8,nightjar,1.7843,3.15,3.442,400
7,humaneval,8,tapout,1.5321,4.1675,6.402,400
7,humaneval,8,oracle,2.2377,3.6725,2.885,400
7,humaneval,16,fixed_1,1.575,1.89,1.0,400
7,humaneval,16,fixed_2,1.7091,2.6525,2.0,400
7,humaneval,16,fixed_4,1.3814,3.7575,4.0,400
7,humaneval,16,fixed_8,0.9662,4.885,8.0,400
7,humaneval,16,content_only,1.645,2.62,2.035,400
7,humaneval,16,load_only,1.6405,2.575,2.025,400
