workload,prompt_idx,policy,error_type,K,accepted_or_entropy
humaneval,154,epsilon_greedy,Under-Drafting,1,0.004958950448781252
humaneval,155,epsilon_greedy,Under-Drafting,1,0.06874552369117737
humaneval,155,epsilon_greedy,Under-Drafting,1,0.00529920868575573
humaneval,155,epsilon_greedy,Under-Drafting,1,0.08091093599796295
humaneval,155,epsilon_greedy,Under-Drafting,1,0.0502944253385067
humaneval,155,epsilon_greedy,Under-Drafting,1,0.02993513084948063
humaneval,155,epsilon_greedy,Under-Drafting,1,0.16647319495677948
humaneval,155,epsilon_greedy,Under-Drafting,1,0.09785367548465729
humaneval,155,epsilon_greedy,Under-Drafting,1,0.1285267472267151
humaneval,155,epsilon_greedy,Under-Drafting,1,0.014127258211374283
humaneval,155,epsilon_greedy,Under-Drafting,1,0.10879658162593842
humaneval,155,epsilon_greedy,Under-Drafting,1,0.18497347831726074
humaneval,155,epsilon_greedy,Under-Drafting,1,0.01852954551577568
humaneval,155,epsilon_greedy,Under-Drafting,1,0.054642170667648315
humaneval,155,epsilon_greedy,Under-Drafting,1,0.0029206674080342054
humaneval,155,epsilon_greedy,Under-Drafting,1,0.046871840953826904
humaneval,156,epsilon_greedy,Under-Drafting,1,0.1138119325041771
humaneval,156,epsilon_greedy,Under-Drafting,1,0.018443899229168892
humaneval,156,epsilon_greedy,Under-Drafting,1,0.010042908601462841
humaneval,156,epsilon_greedy,Under-Drafting,1,0.11224588751792908
humaneval,156,epsilon_greedy,Under-Drafting,1,6.104425119701773e-05
humaneval,156,epsilon_greedy,Under-Drafting,1,0.00016763570602051914
humaneval,156,epsilon_greedy,Under-Drafting,1,0.006952808704227209
humaneval,156,epsilon_greedy,Under-Drafting,1,4.981211532140151e-05
humaneval,156,epsilon_greedy,Under-Drafting,1,0.0009129892569035292
humaneval,156,epsilon_greedy,Under-Drafting,1,0.19284962117671967
humaneval,156,epsilon_greedy,Under-Drafting,1,0.011990253813564777
humaneval,156,epsilon_greedy,Under-Drafting,1,0.0007918119663372636
humaneval,156,epsilon_greedy,Under-Drafting,1,0.0007211000192910433
humaneval,156,epsilon_greedy,Under-Drafting,1,0.008861840702593327
humaneval,156,epsilon_greedy,Under-Drafting,1,0.00128054223023355
humaneval,156,epsilon_greedy,Under-Drafting,1,0.03164201229810715
humaneval,157,epsilon_greedy,Under-Drafting,1,0.053089141845703125
humaneval,157,epsilon_greedy,Under-Drafting,1,0.14094997942447662
humaneval,157,epsilon_greedy,Under-Drafting,1,0.005757610779255629
humaneval,157,epsilon_greedy,Under-Drafting,1,0.1211884394288063
humaneval,157,epsilon_greedy,Under-Drafting,1,0.007625022437423468
humaneval,157,epsilon_greedy,Under-Drafting,1,0.03904110565781593
humaneval,157,epsilon_greedy,Under-Drafting,1,0.01992161199450493
humaneval,157,epsilon_greedy,Under-Drafting,1,0.004670583177357912
humaneval,157,epsilon_greedy,Under-Drafting,1,0.1976022571325302
humaneval,157,epsilon_greedy,Under-Drafting,1,0.0043096053414046764
humaneval,157,epsilon_greedy,Under-Drafting,1,0.02328874170780182
humaneval,157,epsilon_greedy,Under-Drafting,1,0.08425086736679077
humaneval,157,epsilon_greedy,Under-Drafting,1,0.0901205912232399
humaneval,157,epsilon_greedy,Under-Drafting,1,0.012429109774529934
humaneval,157,epsilon_greedy,Under-Drafting,1,0.001798213110305369
humaneval,158,epsilon_greedy,Under-Drafting,1,0.0820503830909729
humaneval,158,epsilon_greedy,Under-Drafting,1,0.11051285266876221
humaneval,159,epsilon_greedy,Over-Drafting,8,1
humaneval,159,epsilon_greedy,Under-Drafting,1,0.0038391852285712957
humaneval,159,epsilon_greedy,Under-Drafting,1,0.09099574387073517
humaneval,159,epsilon_greedy,Under-Drafting,1,0.00409453921020031
humaneval,159,epsilon_greedy,Under-Drafting,1,0.027878224849700928
humaneval,159,epsilon_greedy,Under-Drafting,1,0.07747239619493484
humaneval,159,epsilon_greedy,Under-Drafting,1,0.06210535019636154
humaneval,159,epsilon_greedy,Under-Drafting,1,0.008286540396511555
humaneval,159,epsilon_greedy,Under-Drafting,1,0.030455565080046654
humaneval,159,epsilon_greedy,Under-Drafting,1,0.0066415006294846535
humaneval,159,epsilon_greedy,Under-Drafting,1,0.0010443765204399824
humaneval,159,epsilon_greedy,Under-Drafting,1,0.027575228363275528
humaneval,159,epsilon_greedy,Under-Drafting,1,0.00269114738330245
humaneval,159,epsilon_greedy,Under-Drafting,1,0.0005612688255496323
humaneval,159,epsilon_greedy,Under-Drafting,1,0.00470741419121623
humaneval,159,epsilon_greedy,Under-Drafting,1,0.004455783404409885
humaneval,159,epsilon_greedy,Under-Drafting,1,0.001001768046990037
humaneval,159,epsilon_greedy,Under-Drafting,1,0.007264118641614914
humaneval,160,epsilon_greedy,Under-Drafting,1,0.019749782979488373
humaneval,160,epsilon_greedy,Under-Drafting,1,0.06306350976228714
humaneval,160,epsilon_greedy,Under-Drafting,1,0.009167291224002838
humaneval,160,epsilon_greedy,Under-Drafting,1,0.109932079911232
humaneval,160,epsilon_greedy,Under-Drafting,1,0.028214212507009506
humaneval,160,epsilon_greedy,Under-Drafting,1,0.06615482270717621
humaneval,160,epsilon_greedy,Under-Drafting,1,0.1202227920293808
humaneval,160,epsilon_greedy,Under-Drafting,1,0.012369286268949509
humaneval,161,epsilon_greedy,Under-Drafting,1,0.13705362379550934
humaneval,161,epsilon_greedy,Under-Drafting,1,0.0379047691822052
humaneval,161,epsilon_greedy,Under-Drafting,1,0.058373868465423584
humaneval,161,epsilon_greedy,Under-Drafting,1,0.08614753186702728
humaneval,161,epsilon_greedy,Under-Drafting,1,0.02987334504723549
humaneval,161,epsilon_greedy,Under-Drafting,1,0.10219931602478027
humaneval,161,epsilon_greedy,Under-Drafting,1,0.08499900251626968
humaneval,162,epsilon_greedy,Under-Drafting,1,0.07636667788028717
humaneval,162,epsilon_greedy,Under-Drafting,1,0.0861210972070694
humaneval,162,epsilon_greedy,Under-Drafting,1,0.02880704030394554
humaneval,162,epsilon_greedy,Under-Drafting,1,0.0007919640047475696
humaneval,162,epsilon_greedy,Under-Drafting,1,0.0035724530462175608
humaneval,162,epsilon_greedy,Under-Drafting,1,0.1596670150756836
humaneval,162,epsilon_greedy,Under-Drafting,1,0.0005446941941045225
humaneval,162,epsilon_greedy,Under-Drafting,1,0.01812947541475296
humaneval,162,epsilon_greedy,Under-Drafting,1,0.06737710535526276
humaneval,162,epsilon_greedy,Under-Drafting,1,0.005642573814839125
humaneval,163,epsilon_greedy,Under-Drafting,1,0.03558901697397232
humaneval,163,epsilon_greedy,Under-Drafting,1,0.027488401159644127
humaneval,163,epsilon_greedy,Under-Drafting,1,0.0046053240075707436
humaneval,163,epsilon_greedy,Under-Drafting,1,0.013738268986344337
humaneval,163,epsilon_greedy,Under-Drafting,1,0.013098777271807194
humaneval,163,epsilon_greedy,Under-Drafting,1,0.014747550711035728
humaneval,163,epsilon_greedy,Under-Drafting,1,0.0002987884799949825
humaneval,163,epsilon_greedy,Under-Drafting,1,0.0002571429358795285
humaneval,163,epsilon_greedy,Under-Drafting,1,0.002896360820159316
humaneval,163,epsilon_greedy,Under-Drafting,1,0.0015654589515179396
humaneval,163,epsilon_greedy,Under-Drafting,1,0.010427472181618214
humaneval,163,epsilon_greedy,Under-Drafting,1,0.002584640169516206
humaneval,163,epsilon_greedy,Under-Drafting,1,0.0010022703791037202
humaneval,163,epsilon_greedy,Under-Drafting,1,0.0005590793443843722
humaneval,163,epsilon_greedy,Under-Drafting,1,0.0021536860149353743
humaneval,163,epsilon_greedy,Under-Drafting,1,0.00016922137001529336
humaneval,163,epsilon_greedy,Under-Drafting,1,0.11085935682058334
humaneval,163,epsilon_greedy,Under-Drafting,1,0.02484273910522461
humaneval,163,epsilon_greedy,Under-Drafting,1,0.0004881410568486899
humaneval,0,ucb,Under-Drafting,1,0.08080562204122543
humaneval,1,ucb,Under-Drafting,1,0.06063215807080269
humaneval,2,ucb,Under-Drafting,1,0.07493315637111664
humaneval,3,ucb,Under-Drafting,1,0.06160452589392662
humaneval,3,ucb,Under-Drafting,1,0.018303826451301575
humaneval,5,ucb,Under-Drafting,1,0.07602624595165253
humaneval,5,ucb,Under-Drafting,1,0.13794077932834625
humaneval,5,ucb,Under-Drafting,1,0.07110659778118134
humaneval,6,ucb,Over-Drafting,8,1
humaneval,6,ucb,Under-Drafting,1,0.06122126430273056
humaneval,7,ucb,Under-Drafting,1,0.08024190366268158
humaneval,8,ucb,Under-Drafting,1,0.0025171427987515926
humaneval,8,ucb,Under-Drafting,1,0.10618993639945984
humaneval,9,ucb,Over-Drafting,8,1
humaneval,9,ucb,Under-Drafting,1,0.014436665922403336
humaneval,11,ucb,Under-Drafting,1,0.05405989661812782
humaneval,12,ucb,Under-Drafting,1,0.019656090065836906
humaneval,13,ucb,Under-Drafting,1,0.11846298724412918
humaneval,14,ucb,Under-Drafting,1,0.01394901517778635
humaneval,15,ucb,Over-Drafting,8,1
humaneval,15,ucb,Under-Drafting,1,0.021454891189932823
humaneval,16,ucb,Under-Drafting,1,0.002211903454735875
humaneval,16,ucb,Under-Drafting,1,0.018397478386759758
humaneval,17,ucb,Under-Drafting,1,0.09042247384786606
humaneval,18,ucb,Under-Drafting,1,0.004106441512703896
humaneval,19,ucb,Over-Drafting,8,1
humaneval,19,ucb,Under-Drafting,1,0.008974109776318073
humaneval,21,ucb,Under-Drafting,1,0.10310588777065277
humaneval,21,ucb,Under-Drafting,1,0.19452497363090515
humaneval,21,ucb,Under-Drafting,1,0.010525336489081383
humaneval,22,ucb,Under-Drafting,1,0.020719006657600403
humaneval,22,ucb,Over-Drafting,8,1
humaneval,24,ucb,Under-Drafting,1,0.0820658877491951
humaneval,24,ucb,Under-Drafting,1,0.042859021574258804
humaneval,25,ucb,Under-Drafting,1,0.06533898413181305
humaneval,25,ucb,Under-Drafting,1,0.016744129359722137
humaneval,26,ucb,Under-Drafting,1,0.12783196568489075
humaneval,27,ucb,Under-Drafting,1,0.19345693290233612
humaneval,27,ucb,Under-Drafting,1,0.006689681205898523
humaneval,28,ucb,Under-Drafting,1,0.0718822181224823
humaneval,28,ucb,Over-Drafting,8,0
humaneval,28,ucb,Under-Drafting,1,0.020983826369047165
humaneval,29,ucb,Under-Drafting,1,0.034889161586761475
humaneval,29,ucb,Under-Drafting,1,0.1482865810394287
humaneval,29,ucb,Under-Drafting,1,0.0018951327074319124
humaneval,30,ucb,Under-Drafting,1,0.06970304250717163
humaneval,30,ucb,Under-Drafting,1,0.0008119222475215793
humaneval,31,ucb,Over-Drafting,8,1
humaneval,31,ucb,Under-Drafting,1,0.03530249744653702
humaneval,31,ucb,Under-Drafting,1,0.007697264198213816
humaneval,32,ucb,Under-Drafting,1,0.021542776376008987
humaneval,32,ucb,Under-Drafting,1,0.021931065246462822
humaneval,33,ucb,Under-Drafting,1,0.10138620436191559
humaneval,34,ucb,Under-Drafting,1,0.009340472519397736
humaneval,35,ucb,Over-Drafting,8,1
humaneval,35,ucb,Under-Drafting,1,0.007199023850262165
humaneval,36,ucb,Under-Drafting,1,0.015528921969234943
humaneval,36,ucb,Under-Drafting,1,0.005224561784416437
humaneval,37,ucb,Under-Drafting,1,0.0062545957043766975
humaneval,38,ucb,Under-Drafting,1,0.004244550596922636
humaneval,39,ucb,Over-Drafting,8,1
humaneval,40,ucb,Under-Drafting,1,0.009950945153832436
humaneval,40,ucb,Under-Drafting,1,0.001684296177700162
humaneval,40,ucb,Under-Drafting,1,0.005063403397798538
humaneval,41,ucb,Over-Drafting,8,0
humaneval,42,ucb,Under-Drafting,1,0.004482544492930174
humaneval,43,ucb,Under-Drafting,1,0.0012623091461136937
humaneval,43,ucb,Under-Drafting,1,0.04039361700415611
humaneval,44,ucb,Over-Drafting,8,0
humaneval,44,ucb,Under-Drafting,1,0.09432636946439743
humaneval,44,ucb,Under-Drafting,1,0.03666587546467781
humaneval,46,ucb,Under-Drafting,1,0.024156663566827774
humaneval,47,ucb,Under-Drafting,1,0.036635950207710266
humaneval,47,ucb,Under-Drafting,1,0.03553963080048561
humaneval,48,ucb,Under-Drafting,1,0.010298769921064377
humaneval,48,ucb,Under-Drafting,1,0.014222759753465652
humaneval,49,ucb,Over-Drafting,8,1
humaneval,50,ucb,Under-Drafting,1,0.045645300298929214
humaneval,50,ucb,Under-Drafting,1,0.10328060388565063
humaneval,50,ucb,Under-Drafting,1,0.008986364118754864
humaneval,50,ucb,Under-Drafting,1,0.02214892953634262
humaneval,51,ucb,Under-Drafting,1,0.1404191553592682
humaneval,51,ucb,Under-Drafting,1,0.0007903155055828393
humaneval,52,ucb,Over-Drafting,8,0
humaneval,52,ucb,Under-Drafting,1,0.14826995134353638
humaneval,53,ucb,Under-Drafting,1,0.09257134795188904
humaneval,54,ucb,Under-Drafting,1,0.1167386919260025
humaneval,55,ucb,Under-Drafting,1,0.0448148138821125
humaneval,55,ucb,Under-Drafting,1,0.03660866990685463
humaneval,56,ucb,Over-Drafting,8,1
humaneval,57,ucb,Under-Drafting,1,0.19418619573116302
humaneval,57,ucb,Under-Drafting,1,0.1756170094013214
humaneval,57,ucb,Under-Drafting,1,0.07087653130292892
humaneval,58,ucb,Over-Drafting,8,1
humaneval,58,ucb,Under-Drafting,1,0.05481798201799393
humaneval,58,ucb,Under-Drafting,1,0.05455010384321213
humaneval,59,ucb,Over-Drafting,8,1
humaneval,60,ucb,Under-Drafting,1,0.03271058201789856
humaneval,61,ucb,Under-Drafting,1,0.06741198897361755
humaneval,61,ucb,Under-Drafting,1,0.012198260053992271
humaneval,63,ucb,Under-Drafting,1,0.013891289941966534
humaneval,63,ucb,Under-Drafting,1,0.0014487500302493572
humaneval,64,ucb,Under-Drafting,1,0.006163947284221649
humaneval,64,ucb,Under-Drafting,1,0.12135712802410126
humaneval,64,ucb,Under-Drafting,1,0.006215352099388838
humaneval,65,ucb,Under-Drafting,1,0.12113795429468155
humaneval,65,ucb,Under-Drafting,1,0.17034980654716492
humaneval,67,ucb,Over-Drafting,8,1
humaneval,67,ucb,Under-Drafting,1,0.013706948608160019
humaneval,68,ucb,Over-Drafting,8,0
humaneval,70,ucb,Under-Drafting,1,0.016800327226519585
humaneval,70,ucb,Over-Drafting,8,0
humaneval,71,ucb,Under-Drafting,1,0.04697680473327637
humaneval,72,ucb,Under-Drafting,1,0.0033237114548683167
humaneval,72,ucb,Under-Drafting,1,0.07276247441768646
humaneval,72,ucb,Under-Drafting,1,0.10573292523622513
humaneval,73,ucb,Under-Drafting,1,0.07963913679122925
humaneval,73,ucb,Over-Drafting,8,0
humaneval,73,ucb,Under-Drafting,1,0.1738930195569992
humaneval,73,ucb,Under-Drafting,1,0.04120667278766632
humaneval,76,ucb,Under-Drafting,1,0.03754781559109688
humaneval,76,ucb,Under-Drafting,1,0.04145964980125427
humaneval,77,ucb,Under-Drafting,1,0.04621429741382599
humaneval,78,ucb,Under-Drafting,1,0.16481825709342957
humaneval,78,ucb,Under-Drafting,1,0.04797663539648056
humaneval,78,ucb,Under-Drafting,1,0.004921737592667341
humaneval,79,ucb,Under-Drafting,1,0.024929244071245193
humaneval,80,ucb,Under-Drafting,1,0.01726876199245453
humaneval,81,ucb,Under-Drafting,1,0.038433708250522614
humaneval,81,ucb,Under-Drafting,1,0.026608804240822792
humaneval,82,ucb,Over-Drafting,8,1
humaneval,83,ucb,Over-Drafting,8,0
humaneval,83,ucb,Under-Drafting,1,0.06775594502687454
humaneval,84,ucb,Under-Drafting,1,0.008803976699709892
humaneval,84,ucb,Under-Drafting,1,0.060842979699373245
humaneval,85,ucb,Under-Drafting,1,0.13419367372989655
humaneval,85,ucb,Under-Drafting,1,0.007930644787847996
humaneval,86,ucb,Under-Drafting,1,0.1772541105747223
humaneval,86,ucb,Over-Drafting,8,0
humaneval,87,ucb,Under-Drafting,1,0.0968637764453888
humaneval,88,ucb,Under-Drafting,1,0.09086447209119797
humaneval,88,ucb,Under-Drafting,1,0.0064889537170529366
humaneval,88,ucb,Under-Drafting,1,0.005838336888700724
humaneval,91,ucb,Over-Drafting,8,1
humaneval,93,ucb,Under-Drafting,1,0.007591526955366135
humaneval,93,ucb,Under-Drafting,1,0.1928892731666565
humaneval,93,ucb,Under-Drafting,1,0.0776502788066864
humaneval,94,ucb,Under-Drafting,1,0.08667989075183868
humaneval,94,ucb,Under-Drafting,1,0.08620724827051163
humaneval,96,ucb,Under-Drafting,1,0.038114361464977264
humaneval,96,ucb,Over-Drafting,8,1
humaneval,96,ucb,Under-Drafting,1,0.013452842831611633
humaneval,96,ucb,Under-Drafting,1,0.012135536409914494
humaneval,98,ucb,Under-Drafting,1,0.007474802900105715
humaneval,98,ucb,Under-Drafting,1,0.00013044796651229262
humaneval,98,ucb,Under-Drafting,1,0.0004011972341686487
humaneval,99,ucb,Under-Drafting,1,0.10745535045862198
humaneval,100,ucb,Under-Drafting,1,0.14307644963264465
humaneval,101,ucb,Under-Drafting,1,0.012594395317137241
humaneval,102,ucb,Under-Drafting,1,0.15585513412952423
humaneval,104,ucb,Under-Drafting,1,0.06649219989776611
humaneval,104,ucb,Under-Drafting,1,0.01359283085912466
humaneval,104,ucb,Under-Drafting,1,0.01068915706127882
humaneval,106,ucb,Over-Drafting,8,1
humaneval,106,ucb,Under-Drafting,1,0.03342851996421814
humaneval,106,ucb,Under-Drafting,1,0.1701548546552658
humaneval,108,ucb,Under-Drafting,1,0.021550096571445465
humaneval,109,ucb,Over-Drafting,8,1
humaneval,109,ucb,Under-Drafting,1,0.06696822494268417
humaneval,109,ucb,Under-Drafting,1,0.04200194403529167
humaneval,110,ucb,Under-Drafting,1,0.10659483820199966
humaneval,110,ucb,Under-Drafting,1,0.08202742040157318
humaneval,111,ucb,Under-Drafting,1,0.04657195508480072
humaneval,111,ucb,Over-Drafting,8,0
humaneval,112,ucb,Under-Drafting,1,0.14868584275245667
humaneval,112,ucb,Under-Drafting,1,0.08462721854448318
humaneval,112,ucb,Under-Drafting,1,0.09136130660772324
humaneval,112,ucb,Under-Drafting,1,0.19434402883052826
humaneval,113,ucb,Under-Drafting,1,0.16341084241867065
humaneval,113,ucb,Over-Drafting,8,1
humaneval,116,ucb,Under-Drafting,1,0.06678327172994614
humaneval,116,ucb,Under-Drafting,1,0.10758226364850998
humaneval,118,ucb,Under-Drafting,1,0.004006771836429834
humaneval,118,ucb,Under-Drafting,1,0.12978754937648773
humaneval,118,ucb,Under-Drafting,1,0.00010959422797895968
humaneval,119,ucb,Under-Drafting,1,0.0013611610047519207
humaneval,119,ucb,Under-Drafting,1,0.0003340776893310249
humaneval,120,ucb,Over-Drafting,8,0
humaneval,121,ucb,Under-Drafting,1,0.0781555250287056
humaneval,122,ucb,Under-Drafting,1,0.17281115055084229
humaneval,122,ucb,Under-Drafting,1,0.0020348518155515194
humaneval,122,ucb,Under-Drafting,1,0.0349760502576828
humaneval,122,ucb,Under-Drafting,1,0.18638378381729126
humaneval,122,ucb,Under-Drafting,1,0.022820984944701195
humaneval,123,ucb,Under-Drafting,1,0.006273421458899975
humaneval,123,ucb,Over-Drafting,8,1
humaneval,123,ucb,Under-Drafting,1,0.0074563175439834595
humaneval,126,ucb,Under-Drafting,1,0.07015791535377502
humaneval,128,ucb,Over-Drafting,8,0
humaneval,131,ucb,Over-Drafting,8,0
humaneval,131,ucb,Under-Drafting,1,0.024180840700864792
humaneval,131,ucb,Under-Drafting,1,0.06084698811173439
humaneval,131,ucb,Under-Drafting,1,0.01915857382118702
humaneval,131,ucb,Under-Drafting,1,0.009281517937779427
humaneval,132,ucb,Under-Drafting,1,0.0832131952047348
humaneval,132,ucb,Under-Drafting,1,0.0013540940126404166
humaneval,132,ucb,Under-Drafting,1,0.016828566789627075
humaneval,132,ucb,Under-Drafting,1,0.006261833012104034
humaneval,132,ucb,Under-Drafting,1,0.00201158644631505
humaneval,133,ucb,Under-Drafting,1,0.02792331762611866
humaneval,134,ucb,Under-Drafting,1,0.10689429193735123
humaneval,135,ucb,Under-Drafting,1,0.03453550115227699
humaneval,135,ucb,Under-Drafting,1,0.016407527029514313
humaneval,135,ucb,Under-Drafting,1,0.07870756089687347
humaneval,135,ucb,Under-Drafting,1,0.06764014065265656
humaneval,135,ucb,Under-Drafting,1,0.1239510029554367
humaneval,135,ucb,Over-Drafting,8,0
humaneval,136,ucb,Under-Drafting,1,0.10016759485006332
humaneval,136,ucb,Under-Drafting,1,0.09200994670391083
humaneval,136,ucb,Under-Drafting,1,0.013126851990818977
humaneval,136,ucb,Under-Drafting,1,0.012467242777347565
humaneval,138,ucb,Under-Drafting,1,0.16934624314308167
humaneval,138,ucb,Under-Drafting,1,0.04272294044494629
humaneval,138,ucb,Under-Drafting,1,0.19634047150611877
humaneval,138,ucb,Under-Drafting,1,0.0543813519179821
humaneval,139,ucb,Over-Drafting,8,0
humaneval,139,ucb,Under-Drafting,1,0.01095212809741497
humaneval,139,ucb,Under-Drafting,1,0.005193473771214485
humaneval,139,ucb,Under-Drafting,1,0.002837938955053687
humaneval,139,ucb,Under-Drafting,1,0.021022874861955643
humaneval,143,ucb,Under-Drafting,1,0.19329962134361267
humaneval,143,ucb,Over-Drafting,8,0
humaneval,143,ucb,Under-Drafting,1,0.07359614223241806
humaneval,143,ucb,Under-Drafting,1,0.024001190438866615
humaneval,146,ucb,Under-Drafting,1,0.014880966395139694
humaneval,146,ucb,Under-Drafting,1,0.05072025954723358
humaneval,146,ucb,Under-Drafting,1,0.0530872717499733
humaneval,146,ucb,Under-Drafting,1,0.0032840159256011248
humaneval,146,ucb,Under-Drafting,1,0.09682309627532959
humaneval,147,ucb,Under-Drafting,1,0.03743623197078705
humaneval,147,ucb,Over-Drafting,8,0
humaneval,148,ucb,Under-Drafting,1,0.06478700041770935
humaneval,148,ucb,Under-Drafting,1,0.16147218644618988
humaneval,148,ucb,Under-Drafting,1,0.15849052369594574
humaneval,148,ucb,Under-Drafting,1,0.11147865653038025
humaneval,149,ucb,Under-Drafting,1,0.040989845991134644
humaneval,149,ucb,Under-Drafting,1,0.008132336661219597
humaneval,149,ucb,Under-Drafting,1,0.08093301951885223
humaneval,150,ucb,Under-Drafting,1,0.11228049546480179
humaneval,150,ucb,Under-Drafting,1,0.09211304038763046
humaneval,150,ucb,Under-Drafting,1,0.022293820977211
humaneval,151,ucb,Under-Drafting,1,0.1573508083820343
humaneval,151,ucb,Under-Drafting,1,0.010302670300006866
humaneval,151,ucb,Under-Drafting,1,0.0024707019329071045
humaneval,154,ucb,Over-Drafting,8,0
humaneval,154,ucb,Under-Drafting,1,0.004958950448781252
humaneval,154,ucb,Under-Drafting,1,0.0004963686224073172
humaneval,154,ucb,Under-Drafting,1,0.0009508051443845034
humaneval,155,ucb,Under-Drafting,1,0.08091093599796295
humaneval,155,ucb,Under-Drafting,1,0.09785367548465729
humaneval,155,ucb,Under-Drafting,1,0.18497347831726074
humaneval,156,ucb,Under-Drafting,1,0.06867519021034241
humaneval,156,ucb,Under-Drafting,1,0.11557121574878693
humaneval,156,ucb,Under-Drafting,1,0.008766520768404007
humaneval,156,ucb,Under-Drafting,1,0.009735732339322567
humaneval,156,ucb,Under-Drafting,1,0.11224588751792908
humaneval,156,ucb,Under-Drafting,1,6.104425119701773e-05
humaneval,156,ucb,Under-Drafting,1,0.11003327369689941
humaneval,156,ucb,Under-Drafting,1,0.10077923536300659
humaneval,156,ucb,Under-Drafting,1,0.0007211000192910433
humaneval,156,ucb,Under-Drafting,1,0.0016091389115899801
humaneval,156,ucb,Under-Drafting,1,0.03164201229810715
humaneval,157,ucb,Under-Drafting,1,0.029442690312862396
humaneval,157,ucb,Under-Drafting,1,0.004670583177357912
humaneval,157,ucb,Under-Drafting,1,0.02328874170780182
humaneval,158,ucb,Over-Drafting,8,1
humaneval,159,ucb,Under-Drafting,1,0.0038391852285712957
humaneval,159,ucb,Under-Drafting,1,0.07747239619493484
humaneval,159,ucb,Under-Drafting,1,0.06210535019636154
humaneval,159,ucb,Under-Drafting,1,0.008286540396511555
humaneval,159,ucb,Under-Drafting,1,0.030455565080046654
humaneval,159,ucb,Under-Drafting,1,0.0066415006294846535
humaneval,160,ucb,Under-Drafting,1,0.03816870599985123
humaneval,163,ucb,Under-Drafting,1,0.0046053240075707436
humaneval,163,ucb,Under-Drafting,1,0.013738268986344337
humaneval,163,ucb,Under-Drafting,1,0.013098777271807194
humaneval,163,ucb,Under-Drafting,1,0.014747550711035728
humaneval,4,history,Over-Drafting,8,1
humaneval,4,history,Over-Drafting,8,0
humaneval,4,history,Over-Drafting,8,1
humaneval,9,history,Over-Drafting,8,1
humaneval,9,history,Over-Drafting,8,1
humaneval,9,history,Over-Drafting,8,1
humaneval,10,history,Over-Drafting,8,1
humaneval,10,history,Over-Drafting,8,0
humaneval,10,history,Over-Drafting,8,1
humaneval,12,history,Over-Drafting,8,1
humaneval,13,history,Over-Drafting,8,0
humaneval,14,history,Over-Drafting,8,1
humaneval,14,history,Over-Drafting,8,0
humaneval,15,history,Over-Drafting,8,1
humaneval,15,history,Over-Drafting,8,1
humaneval,17,history,Over-Drafting,8,1
humaneval,19,history,Over-Drafting,8,1
humaneval,19,history,Over-Drafting,8,1
humaneval,19,history,Over-Drafting,8,1
humaneval,20,history,Over-Drafting,8,0
humaneval,21,history,Over-Drafting,8,1
humaneval,21,history,Over-Drafting,8,0
humaneval,22,history,Over-Drafting,8,0
humaneval,22,history,Over-Drafting,8,1
humaneval,22,history,Over-Drafting,8,0
humaneval,23,history,Over-Drafting,8,1
humaneval,23,history,Over-Drafting,8,0
humaneval,24,history,Over-Drafting,8,1
humaneval,26,history,Over-Drafting,8,1
humaneval,27,history,Over-Drafting,8,1
humaneval,31,history,Over-Drafting,8,1
humaneval,32,history,Over-Drafting,8,1
humaneval,33,history,Over-Drafting,8,1
humaneval,33,history,Over-Drafting,8,1
humaneval,35,history,Over-Drafting,8,1
humaneval,36,history,Over-Drafting,8,1
humaneval,36,history,Over-Drafting,8,0
humaneval,37,history,Over-Drafting,8,1
humaneval,37,history,Over-Drafting,8,1
humaneval,39,history,Over-Drafting,8,1
humaneval,39,history,Over-Drafting,8,0
humaneval,39,history,Over-Drafting,8,0
humaneval,40,history,Over-Drafting,8,1
humaneval,40,history,Over-Drafting,8,0
humaneval,41,history,Over-Drafting,8,1
humaneval,41,history,Over-Drafting,8,0
humaneval,41,history,Over-Drafting,8,0
humaneval,45,history,Over-Drafting,8,1
humaneval,47,history,Over-Drafting,8,0
humaneval,48,history,Over-Drafting,8,0
humaneval,49,history,Over-Drafting,8,1
humaneval,49,history,Over-Drafting,8,1
humaneval,50,history,Over-Drafting,8,0
humaneval,51,history,Over-Drafting,8,0
humaneval,51,history,Over-Drafting,8,0
humaneval,51,history,Over-Drafting,8,0
humaneval,52,history,Over-Drafting,8,0
humaneval,52,history,Over-Drafting,8,0
humaneval,52,history,Under-Drafting,1,0.03770217299461365
humaneval,52,history,Under-Drafting,1,0.12253700196743011
humaneval,52,history,Under-Drafting,1,0.0007932822918519378
humaneval,52,history,Under-Drafting,1,0.14826995134353638
humaneval,52,history,Under-Drafting,1,0.012565244920551777
humaneval,52,history,Under-Drafting,1,0.00019116306793875992
humaneval,52,history,Under-Drafting,1,0.13137421011924744
humaneval,53,history,Under-Drafting,1,0.03175140172243118
humaneval,55,history,Over-Drafting,8,1
humaneval,56,history,Over-Drafting,8,1
humaneval,56,history,Over-Drafting,8,0
humaneval,56,history,Over-Drafting,8,0
humaneval,56,history,Over-Drafting,8,1
humaneval,56,history,Over-Drafting,8,0
humaneval,60,history,Over-Drafting,8,1
humaneval,61,history,Over-Drafting,8,1
humaneval,61,history,Over-Drafting,8,1
humaneval,62,history,Over-Drafting,8,1
humaneval,62,history,Over-Drafting,8,1
humaneval,66,history,Over-Drafting,8,1
