workload,prompt_idx,policy,error_type,K,accepted_or_entropy
humaneval,154,fixed_8,Over-Drafting,8,0
humaneval,154,fixed_8,Over-Drafting,8,0
humaneval,155,fixed_8,Over-Drafting,8,0
humaneval,155,fixed_8,Over-Drafting,8,0
humaneval,156,fixed_8,Over-Drafting,8,1
humaneval,157,fixed_8,Over-Drafting,8,0
humaneval,158,fixed_8,Over-Drafting,8,0
humaneval,158,fixed_8,Over-Drafting,8,1
humaneval,159,fixed_8,Over-Drafting,8,1
humaneval,159,fixed_8,Over-Drafting,8,0
humaneval,159,fixed_8,Over-Drafting,8,1
humaneval,160,fixed_8,Over-Drafting,8,1
humaneval,161,fixed_8,Over-Drafting,8,1
humaneval,161,fixed_8,Over-Drafting,8,0
humaneval,162,fixed_8,Over-Drafting,8,1
humaneval,162,fixed_8,Over-Drafting,8,0
humaneval,163,fixed_8,Over-Drafting,8,1
humaneval,163,fixed_8,Over-Drafting,8,0
humaneval,52,entropy,Over-Drafting,8,1
humaneval,0,epsilon_greedy,Under-Drafting,1,0.08080562204122543
humaneval,0,epsilon_greedy,Under-Drafting,1,0.03730170428752899
humaneval,0,epsilon_greedy,Under-Drafting,1,0.030329233035445213
humaneval,0,epsilon_greedy,Under-Drafting,1,0.16258443892002106
humaneval,0,epsilon_greedy,Under-Drafting,1,0.02420802228152752
humaneval,0,epsilon_greedy,Under-Drafting,1,0.01789245381951332
humaneval,0,epsilon_greedy,Under-Drafting,1,0.025680486112833023
humaneval,0,epsilon_greedy,Under-Drafting,1,0.15762023627758026
humaneval,0,epsilon_greedy,Under-Drafting,1,0.04735306277871132
humaneval,0,epsilon_greedy,Under-Drafting,1,0.050933871418237686
humaneval,0,epsilon_greedy,Under-Drafting,1,0.047976523637771606
humaneval,0,epsilon_greedy,Under-Drafting,1,0.16174201667308807
humaneval,0,epsilon_greedy,Under-Drafting,1,0.02025383710861206
humaneval,0,epsilon_greedy,Under-Drafting,1,0.1072782576084137
humaneval,0,epsilon_greedy,Under-Drafting,1,0.0997675284743309
humaneval,0,epsilon_greedy,Under-Drafting,1,0.012560044415295124
humaneval,1,epsilon_greedy,Under-Drafting,1,0.06063215807080269
humaneval,1,epsilon_greedy,Under-Drafting,1,0.047589898109436035
humaneval,1,epsilon_greedy,Under-Drafting,1,0.007823978550732136
humaneval,1,epsilon_greedy,Under-Drafting,1,0.0673813596367836
humaneval,1,epsilon_greedy,Under-Drafting,1,0.0015766447177156806
humaneval,1,epsilon_greedy,Under-Drafting,1,0.10849477350711823
humaneval,1,epsilon_greedy,Under-Drafting,1,0.08766325563192368
humaneval,2,epsilon_greedy,Under-Drafting,1,0.05760746821761131
humaneval,2,epsilon_greedy,Under-Drafting,1,0.013770775869488716
humaneval,2,epsilon_greedy,Under-Drafting,1,0.09708257019519806
humaneval,2,epsilon_greedy,Under-Drafting,1,0.07860884070396423
humaneval,2,epsilon_greedy,Under-Drafting,1,0.09876935184001923
humaneval,2,epsilon_greedy,Under-Drafting,1,0.09667789936065674
humaneval,2,epsilon_greedy,Under-Drafting,1,0.017222903668880463
humaneval,2,epsilon_greedy,Under-Drafting,1,0.010167377069592476
humaneval,2,epsilon_greedy,Under-Drafting,1,0.04519093781709671
humaneval,2,epsilon_greedy,Under-Drafting,1,0.16234846413135529
humaneval,4,epsilon_greedy,Under-Drafting,1,0.19420012831687927
humaneval,4,epsilon_greedy,Under-Drafting,1,0.06860756129026413
humaneval,4,epsilon_greedy,Under-Drafting,1,0.17461641132831573
humaneval,4,epsilon_greedy,Under-Drafting,1,0.15182603895664215
humaneval,4,epsilon_greedy,Under-Drafting,1,0.05085719749331474
humaneval,5,epsilon_greedy,Under-Drafting,1,0.04361840710043907
humaneval,5,epsilon_greedy,Under-Drafting,1,0.06452632695436478
humaneval,5,epsilon_greedy,Under-Drafting,1,0.015134845860302448
humaneval,5,epsilon_greedy,Under-Drafting,1,0.011793889105319977
humaneval,5,epsilon_greedy,Under-Drafting,1,0.0070100524462759495
humaneval,5,epsilon_greedy,Under-Drafting,1,0.10749487578868866
humaneval,5,epsilon_greedy,Under-Drafting,1,0.036672379821538925
humaneval,5,epsilon_greedy,Under-Drafting,1,0.0010276150424033403
humaneval,5,epsilon_greedy,Under-Drafting,1,0.023117585107684135
humaneval,5,epsilon_greedy,Under-Drafting,1,0.07110659778118134
humaneval,6,epsilon_greedy,Under-Drafting,1,0.03931507095694542
humaneval,6,epsilon_greedy,Under-Drafting,1,0.1564122438430786
humaneval,6,epsilon_greedy,Under-Drafting,1,0.16800028085708618
humaneval,6,epsilon_greedy,Under-Drafting,1,0.06122126430273056
humaneval,6,epsilon_greedy,Under-Drafting,1,0.002514279680326581
humaneval,6,epsilon_greedy,Under-Drafting,1,0.06976306438446045
humaneval,6,epsilon_greedy,Under-Drafting,1,0.15123938024044037
humaneval,6,epsilon_greedy,Under-Drafting,1,0.08654303848743439
humaneval,6,epsilon_greedy,Under-Drafting,1,0.048254236578941345
humaneval,6,epsilon_greedy,Under-Drafting,1,0.1910991370677948
humaneval,6,epsilon_greedy,Under-Drafting,1,0.06453962624073029
humaneval,7,epsilon_greedy,Under-Drafting,1,0.08024190366268158
humaneval,7,epsilon_greedy,Under-Drafting,1,0.022043751552700996
humaneval,7,epsilon_greedy,Under-Drafting,1,0.04334688559174538
humaneval,7,epsilon_greedy,Under-Drafting,1,0.1628163605928421
humaneval,7,epsilon_greedy,Under-Drafting,1,0.10475102066993713
humaneval,7,epsilon_greedy,Under-Drafting,1,0.028238900005817413
humaneval,7,epsilon_greedy,Under-Drafting,1,0.01895340159535408
humaneval,7,epsilon_greedy,Under-Drafting,1,0.010941725224256516
humaneval,7,epsilon_greedy,Under-Drafting,1,0.17965570092201233
humaneval,7,epsilon_greedy,Under-Drafting,1,0.019829686731100082
humaneval,7,epsilon_greedy,Under-Drafting,1,0.057317521423101425
humaneval,7,epsilon_greedy,Under-Drafting,1,0.05560406297445297
humaneval,7,epsilon_greedy,Under-Drafting,1,0.001423374516889453
humaneval,7,epsilon_greedy,Under-Drafting,1,0.003567078849300742
humaneval,7,epsilon_greedy,Under-Drafting,1,0.005381403490900993
humaneval,7,epsilon_greedy,Under-Drafting,1,0.04090866073966026
humaneval,8,epsilon_greedy,Under-Drafting,1,0.11191518604755402
humaneval,8,epsilon_greedy,Under-Drafting,1,0.04067656770348549
humaneval,8,epsilon_greedy,Under-Drafting,1,0.03004060685634613
humaneval,8,epsilon_greedy,Under-Drafting,1,0.008842170238494873
humaneval,8,epsilon_greedy,Under-Drafting,1,0.00040825383621267974
humaneval,8,epsilon_greedy,Under-Drafting,1,0.05897181108593941
humaneval,8,epsilon_greedy,Under-Drafting,1,0.010414106771349907
humaneval,9,epsilon_greedy,Under-Drafting,1,0.04510372504591942
humaneval,9,epsilon_greedy,Under-Drafting,1,0.01743326336145401
humaneval,9,epsilon_greedy,Under-Drafting,1,0.04947094991803169
humaneval,9,epsilon_greedy,Under-Drafting,1,0.0010991295566782355
humaneval,9,epsilon_greedy,Under-Drafting,1,0.035547126084566116
humaneval,9,epsilon_greedy,Under-Drafting,1,0.010395102202892303
humaneval,9,epsilon_greedy,Under-Drafting,1,0.03443042188882828
humaneval,9,epsilon_greedy,Under-Drafting,1,0.10697640478610992
humaneval,9,epsilon_greedy,Under-Drafting,1,0.1399865746498108
humaneval,9,epsilon_greedy,Under-Drafting,1,0.04568137973546982
humaneval,9,epsilon_greedy,Under-Drafting,1,0.007921571843326092
humaneval,9,epsilon_greedy,Under-Drafting,1,0.018453549593687057
humaneval,9,epsilon_greedy,Under-Drafting,1,0.064633309841156
humaneval,9,epsilon_greedy,Under-Drafting,1,0.09482482820749283
humaneval,10,epsilon_greedy,Under-Drafting,1,0.10816787928342819
humaneval,10,epsilon_greedy,Under-Drafting,1,0.072880819439888
humaneval,10,epsilon_greedy,Under-Drafting,1,0.09177019447088242
humaneval,10,epsilon_greedy,Under-Drafting,1,0.023835262283682823
humaneval,10,epsilon_greedy,Under-Drafting,1,0.012096956372261047
humaneval,10,epsilon_greedy,Under-Drafting,1,0.07877061516046524
humaneval,10,epsilon_greedy,Under-Drafting,1,0.024009671062231064
humaneval,10,epsilon_greedy,Under-Drafting,1,0.16544455289840698
humaneval,10,epsilon_greedy,Under-Drafting,1,0.04122087359428406
humaneval,10,epsilon_greedy,Under-Drafting,1,0.19267097115516663
humaneval,10,epsilon_greedy,Under-Drafting,1,0.0011936434311792254
humaneval,11,epsilon_greedy,Under-Drafting,1,0.06671716272830963
humaneval,11,epsilon_greedy,Under-Drafting,1,0.1741739958524704
humaneval,11,epsilon_greedy,Under-Drafting,1,0.04529168829321861
humaneval,11,epsilon_greedy,Under-Drafting,1,0.02652117609977722
humaneval,11,epsilon_greedy,Under-Drafting,1,0.1824062317609787
humaneval,11,epsilon_greedy,Under-Drafting,1,0.11573798209428787
humaneval,11,epsilon_greedy,Under-Drafting,1,0.011203724890947342
humaneval,11,epsilon_greedy,Under-Drafting,1,0.12201236188411713
humaneval,11,epsilon_greedy,Under-Drafting,1,0.023173410445451736
humaneval,11,epsilon_greedy,Under-Drafting,1,0.02178659290075302
humaneval,11,epsilon_greedy,Under-Drafting,1,0.007073416840285063
humaneval,11,epsilon_greedy,Under-Drafting,1,0.12463584542274475
humaneval,11,epsilon_greedy,Under-Drafting,1,0.00745325768366456
humaneval,11,epsilon_greedy,Under-Drafting,1,0.018250398337841034
humaneval,11,epsilon_greedy,Under-Drafting,1,0.11133944243192673
humaneval,11,epsilon_greedy,Under-Drafting,1,0.08476220816373825
humaneval,11,epsilon_greedy,Under-Drafting,1,0.05435822159051895
humaneval,12,epsilon_greedy,Under-Drafting,1,0.06644599139690399
humaneval,12,epsilon_greedy,Under-Drafting,1,0.014153257943689823
humaneval,12,epsilon_greedy,Under-Drafting,1,0.0027502463199198246
humaneval,12,epsilon_greedy,Under-Drafting,1,0.01848609745502472
humaneval,12,epsilon_greedy,Under-Drafting,1,0.0013115066103637218
humaneval,12,epsilon_greedy,Under-Drafting,1,0.019392339512705803
humaneval,12,epsilon_greedy,Under-Drafting,1,0.08710432052612305
humaneval,12,epsilon_greedy,Under-Drafting,1,0.0012205231469124556
humaneval,12,epsilon_greedy,Under-Drafting,1,0.0050497897900640965
humaneval,13,epsilon_greedy,Under-Drafting,1,0.01665160246193409
humaneval,13,epsilon_greedy,Under-Drafting,1,0.1118197962641716
humaneval,13,epsilon_greedy,Under-Drafting,1,0.015028687193989754
humaneval,13,epsilon_greedy,Under-Drafting,1,0.08166195452213287
humaneval,13,epsilon_greedy,Under-Drafting,1,0.009389625862240791
humaneval,13,epsilon_greedy,Under-Drafting,1,0.090488500893116
humaneval,13,epsilon_greedy,Under-Drafting,1,0.046450190246105194
humaneval,14,epsilon_greedy,Under-Drafting,1,0.06899958848953247
humaneval,14,epsilon_greedy,Under-Drafting,1,0.0033637301530689
humaneval,14,epsilon_greedy,Under-Drafting,1,0.12901955842971802
humaneval,14,epsilon_greedy,Under-Drafting,1,0.14678193628787994
humaneval,14,epsilon_greedy,Under-Drafting,1,0.011711901053786278
humaneval,14,epsilon_greedy,Under-Drafting,1,0.0014118575491011143
humaneval,14,epsilon_greedy,Under-Drafting,1,0.00046301865950226784
humaneval,14,epsilon_greedy,Under-Drafting,1,0.018979426473379135
humaneval,14,epsilon_greedy,Over-Drafting,8,0
humaneval,14,epsilon_greedy,Under-Drafting,1,0.18954876065254211
humaneval,14,epsilon_greedy,Under-Drafting,1,0.1648295521736145
humaneval,14,epsilon_greedy,Under-Drafting,1,0.16964411735534668
humaneval,14,epsilon_greedy,Under-Drafting,1,0.03348599374294281
humaneval,15,epsilon_greedy,Under-Drafting,1,0.17325562238693237
humaneval,15,epsilon_greedy,Under-Drafting,1,0.008095812983810902
humaneval,15,epsilon_greedy,Under-Drafting,1,0.047718070447444916
humaneval,15,epsilon_greedy,Under-Drafting,1,0.012243942357599735
humaneval,15,epsilon_greedy,Under-Drafting,1,0.015329449437558651
humaneval,15,epsilon_greedy,Under-Drafting,1,0.11013935506343842
humaneval,15,epsilon_greedy,Under-Drafting,1,0.10411480069160461
humaneval,15,epsilon_greedy,Under-Drafting,1,0.1176382526755333
humaneval,15,epsilon_greedy,Under-Drafting,1,0.010451901704072952
humaneval,15,epsilon_greedy,Under-Drafting,1,0.021454891189932823
humaneval,16,epsilon_greedy,Under-Drafting,1,0.10040392726659775
humaneval,16,epsilon_greedy,Under-Drafting,1,0.19959087669849396
humaneval,16,epsilon_greedy,Under-Drafting,1,0.004155059810727835
humaneval,16,epsilon_greedy,Under-Drafting,1,0.0018331597093492746
humaneval,16,epsilon_greedy,Under-Drafting,1,0.04159212484955788
humaneval,16,epsilon_greedy,Under-Drafting,1,0.006416714750230312
humaneval,16,epsilon_greedy,Under-Drafting,1,0.021112456917762756
humaneval,16,epsilon_greedy,Under-Drafting,1,0.0850553810596466
humaneval,16,epsilon_greedy,Under-Drafting,1,0.0010627333540469408
humaneval,16,epsilon_greedy,Under-Drafting,1,0.0013392954133450985
humaneval,16,epsilon_greedy,Under-Drafting,1,0.1297042965888977
humaneval,17,epsilon_greedy,Under-Drafting,1,0.07292738556861877
humaneval,17,epsilon_greedy,Under-Drafting,1,0.07850328832864761
humaneval,17,epsilon_greedy,Under-Drafting,1,0.0029299098532646894
humaneval,17,epsilon_greedy,Under-Drafting,1,0.008344129659235477
humaneval,17,epsilon_greedy,Under-Drafting,1,0.013889744877815247
humaneval,17,epsilon_greedy,Under-Drafting,1,0.03175342455506325
humaneval,17,epsilon_greedy,Under-Drafting,1,0.1416744589805603
humaneval,17,epsilon_greedy,Under-Drafting,1,0.07709486782550812
humaneval,17,epsilon_greedy,Under-Drafting,1,0.011477340012788773
humaneval,17,epsilon_greedy,Under-Drafting,1,0.076678067445755
humaneval,17,epsilon_greedy,Under-Drafting,1,0.0059916237369179726
humaneval,17,epsilon_greedy,Under-Drafting,1,0.04402066022157669
humaneval,17,epsilon_greedy,Under-Drafting,1,0.013882898725569248
humaneval,17,epsilon_greedy,Under-Drafting,1,0.09651048481464386
humaneval,17,epsilon_greedy,Under-Drafting,1,0.04320397973060608
humaneval,17,epsilon_greedy,Under-Drafting,1,0.17159108817577362
humaneval,17,epsilon_greedy,Under-Drafting,1,0.025545476004481316
humaneval,17,epsilon_greedy,Under-Drafting,1,0.1666339784860611
humaneval,17,epsilon_greedy,Under-Drafting,1,0.01595754362642765
humaneval,17,epsilon_greedy,Under-Drafting,1,0.03323109820485115
humaneval,18,epsilon_greedy,Under-Drafting,1,0.1914321780204773
humaneval,18,epsilon_greedy,Under-Drafting,1,0.04498105123639107
humaneval,18,epsilon_greedy,Under-Drafting,1,0.19502563774585724
humaneval,18,epsilon_greedy,Under-Drafting,1,0.10255435109138489
humaneval,18,epsilon_greedy,Under-Drafting,1,0.12018360197544098
humaneval,18,epsilon_greedy,Under-Drafting,1,0.052054427564144135
humaneval,18,epsilon_greedy,Under-Drafting,1,0.19683809578418732
humaneval,18,epsilon_greedy,Under-Drafting,1,0.0033212900161743164
humaneval,18,epsilon_greedy,Under-Drafting,1,0.04680197685956955
humaneval,18,epsilon_greedy,Under-Drafting,1,0.09389583766460419
humaneval,18,epsilon_greedy,Under-Drafting,1,0.0862947627902031
humaneval,18,epsilon_greedy,Under-Drafting,1,0.030797820538282394
humaneval,18,epsilon_greedy,Under-Drafting,1,0.0026064442936331034
humaneval,18,epsilon_greedy,Under-Drafting,1,0.07538455724716187
humaneval,19,epsilon_greedy,Under-Drafting,1,0.11083139479160309
humaneval,19,epsilon_greedy,Under-Drafting,1,0.03757686913013458
humaneval,19,epsilon_greedy,Under-Drafting,1,0.15334013104438782
humaneval,19,epsilon_greedy,Under-Drafting,1,0.008974109776318073
humaneval,20,epsilon_greedy,Under-Drafting,1,0.1504211723804474
humaneval,20,epsilon_greedy,Under-Drafting,1,0.06330333650112152
humaneval,20,epsilon_greedy,Under-Drafting,1,0.114423468708992
humaneval,20,epsilon_greedy,Under-Drafting,1,0.12410963326692581
humaneval,20,epsilon_greedy,Under-Drafting,1,0.17642268538475037
humaneval,20,epsilon_greedy,Under-Drafting,1,0.01738549768924713
humaneval,20,epsilon_greedy,Under-Drafting,1,0.031697873026132584
humaneval,20,epsilon_greedy,Under-Drafting,1,0.19790275394916534
humaneval,20,epsilon_greedy,Under-Drafting,1,0.03259844332933426
humaneval,20,epsilon_greedy,Under-Drafting,1,0.03501424938440323
humaneval,20,epsilon_greedy,Under-Drafting,1,0.022167401388287544
humaneval,20,epsilon_greedy,Under-Drafting,1,0.15726158022880554
humaneval,21,epsilon_greedy,Under-Drafting,1,0.08145386725664139
humaneval,21,epsilon_greedy,Under-Drafting,1,0.09875261783599854
humaneval,21,epsilon_greedy,Under-Drafting,1,0.0028149907011538744
humaneval,21,epsilon_greedy,Under-Drafting,1,0.026868494227528572
humaneval,21,epsilon_greedy,Under-Drafting,1,0.030535412952303886
humaneval,21,epsilon_greedy,Under-Drafting,1,0.1417018324136734
humaneval,21,epsilon_greedy,Under-Drafting,1,0.02177410200238228
humaneval,21,epsilon_greedy,Under-Drafting,1,0.02029811032116413
humaneval,21,epsilon_greedy,Under-Drafting,1,0.016771303489804268
humaneval,21,epsilon_greedy,Under-Drafting,1,0.025279829278588295
humaneval,21,epsilon_greedy,Under-Drafting,1,0.10608929395675659
humaneval,21,epsilon_greedy,Under-Drafting,1,0.06964804977178574
humaneval,21,epsilon_greedy,Under-Drafting,1,0.06004403531551361
humaneval,21,epsilon_greedy,Under-Drafting,1,0.10095272958278656
humaneval,22,epsilon_greedy,Under-Drafting,1,0.06222473829984665
humaneval,22,epsilon_greedy,Under-Drafting,1,0.03860493004322052
humaneval,22,epsilon_greedy,Under-Drafting,1,0.020719006657600403
humaneval,22,epsilon_greedy,Under-Drafting,1,0.0006627843831665814
humaneval,22,epsilon_greedy,Under-Drafting,1,0.06741444766521454
humaneval,22,epsilon_greedy,Under-Drafting,1,0.005586578510701656
humaneval,22,epsilon_greedy,Under-Drafting,1,0.0017624711617827415
humaneval,22,epsilon_greedy,Under-Drafting,1,0.006270408630371094
humaneval,22,epsilon_greedy,Under-Drafting,1,0.04053917154669762
humaneval,22,epsilon_greedy,Under-Drafting,1,0.0684000551700592
humaneval,22,epsilon_greedy,Under-Drafting,1,0.1684272438287735
humaneval,23,epsilon_greedy,Under-Drafting,1,0.10799010097980499
humaneval,23,epsilon_greedy,Under-Drafting,1,0.025054432451725006
humaneval,23,epsilon_greedy,Under-Drafting,1,0.003475804813206196
humaneval,24,epsilon_greedy,Under-Drafting,1,0.10869963467121124
humaneval,24,epsilon_greedy,Under-Drafting,1,0.08582255989313126
humaneval,24,epsilon_greedy,Under-Drafting,1,0.07605086266994476
humaneval,24,epsilon_greedy,Under-Drafting,1,0.034380052238702774
humaneval,24,epsilon_greedy,Under-Drafting,1,0.030872546136379242
humaneval,24,epsilon_greedy,Under-Drafting,1,0.06165673956274986
humaneval,24,epsilon_greedy,Under-Drafting,1,0.06994543224573135
humaneval,24,epsilon_greedy,Under-Drafting,1,0.030952751636505127
humaneval,24,epsilon_greedy,Under-Drafting,1,0.06669554114341736
humaneval,25,epsilon_greedy,Under-Drafting,1,0.06533898413181305
humaneval,25,epsilon_greedy,Under-Drafting,1,0.03501538932323456
humaneval,25,epsilon_greedy,Under-Drafting,1,0.025818537920713425
humaneval,25,epsilon_greedy,Under-Drafting,1,0.00323287770152092
humaneval,25,epsilon_greedy,Under-Drafting,1,0.1951504796743393
humaneval,25,epsilon_greedy,Under-Drafting,1,0.09361178427934647
humaneval,25,epsilon_greedy,Under-Drafting,1,0.008634813129901886
humaneval,25,epsilon_greedy,Under-Drafting,1,0.1806260198354721
humaneval,25,epsilon_greedy,Under-Drafting,1,0.12597841024398804
humaneval,25,epsilon_greedy,Under-Drafting,1,0.010476794093847275
humaneval,25,epsilon_greedy,Under-Drafting,1,0.05419298633933067
humaneval,25,epsilon_greedy,Under-Drafting,1,0.016744129359722137
humaneval,25,epsilon_greedy,Under-Drafting,1,0.008266913704574108
humaneval,25,epsilon_greedy,Under-Drafting,1,0.033510517328977585
humaneval,26,epsilon_greedy,Under-Drafting,1,0.05436406657099724
humaneval,26,epsilon_greedy,Under-Drafting,1,0.09243802726268768
humaneval,26,epsilon_greedy,Under-Drafting,1,0.038656484335660934
humaneval,26,epsilon_greedy,Under-Drafting,1,0.10908031463623047
humaneval,26,epsilon_greedy,Under-Drafting,1,0.05559948831796646
humaneval,26,epsilon_greedy,Under-Drafting,1,0.06804312020540237
humaneval,26,epsilon_greedy,Under-Drafting,1,0.02388114482164383
humaneval,26,epsilon_greedy,Under-Drafting,1,0.05475836247205734
humaneval,26,epsilon_greedy,Under-Drafting,1,0.12783196568489075
humaneval,26,epsilon_greedy,Under-Drafting,1,0.06214373931288719
humaneval,26,epsilon_greedy,Under-Drafting,1,0.15083885192871094
humaneval,26,epsilon_greedy,Under-Drafting,1,0.10607999563217163
humaneval,26,epsilon_greedy,Under-Drafting,1,0.190416157245636
humaneval,26,epsilon_greedy,Under-Drafting,1,0.08547548949718475
humaneval,26,epsilon_greedy,Under-Drafting,1,0.13991858065128326
humaneval,26,epsilon_greedy,Under-Drafting,1,0.15831258893013
humaneval,26,epsilon_greedy,Under-Drafting,1,0.015749288722872734
humaneval,26,epsilon_greedy,Under-Drafting,1,0.004923943430185318
humaneval,26,epsilon_greedy,Under-Drafting,1,0.009748167358338833
humaneval,26,epsilon_greedy,Under-Drafting,1,0.03095616027712822
humaneval,27,epsilon_greedy,Under-Drafting,1,0.02676180750131607
humaneval,27,epsilon_greedy,Under-Drafting,1,0.020624496042728424
humaneval,27,epsilon_greedy,Under-Drafting,1,0.002126032020896673
humaneval,27,epsilon_greedy,Under-Drafting,1,0.1053466796875
humaneval,27,epsilon_greedy,Under-Drafting,1,0.18820495903491974
humaneval,27,epsilon_greedy,Under-Drafting,1,0.017741266638040543
humaneval,27,epsilon_greedy,Under-Drafting,1,0.0030522847082465887
humaneval,27,epsilon_greedy,Under-Drafting,1,0.06373375654220581
humaneval,27,epsilon_greedy,Under-Drafting,1,0.0028420924209058285
humaneval,27,epsilon_greedy,Under-Drafting,1,0.07823893427848816
humaneval,27,epsilon_greedy,Under-Drafting,1,0.038905926048755646
humaneval,27,epsilon_greedy,Under-Drafting,1,0.006967830006033182
humaneval,27,epsilon_greedy,Under-Drafting,1,0.09010308980941772
humaneval,28,epsilon_greedy,Under-Drafting,1,0.0718822181224823
humaneval,28,epsilon_greedy,Under-Drafting,1,0.016925059258937836
humaneval,28,epsilon_greedy,Under-Drafting,1,0.0026416312903165817
humaneval,28,epsilon_greedy,Under-Drafting,1,0.0792815312743187
humaneval,28,epsilon_greedy,Under-Drafting,1,0.003977062646299601
humaneval,28,epsilon_greedy,Under-Drafting,1,0.10187672078609467
humaneval,28,epsilon_greedy,Under-Drafting,1,0.002284994348883629
humaneval,28,epsilon_greedy,Under-Drafting,1,0.005831714253872633
humaneval,28,epsilon_greedy,Under-Drafting,1,0.07810109853744507
humaneval,28,epsilon_greedy,Under-Drafting,1,0.0046321554109454155
humaneval,28,epsilon_greedy,Under-Drafting,1,0.00549844466149807
humaneval,29,epsilon_greedy,Under-Drafting,1,0.05147688090801239
humaneval,29,epsilon_greedy,Under-Drafting,1,0.1335136890411377
humaneval,29,epsilon_greedy,Under-Drafting,1,0.02133137919008732
humaneval,29,epsilon_greedy,Under-Drafting,1,0.034889161586761475
humaneval,29,epsilon_greedy,Under-Drafting,1,0.1482865810394287
humaneval,29,epsilon_greedy,Under-Drafting,1,0.006475643254816532
humaneval,29,epsilon_greedy,Under-Drafting,1,0.010137375444173813
humaneval,29,epsilon_greedy,Under-Drafting,1,0.0533849373459816
humaneval,29,epsilon_greedy,Under-Drafting,1,0.12828098237514496
humaneval,29,epsilon_greedy,Under-Drafting,1,0.024369001388549805
humaneval,29,epsilon_greedy,Under-Drafting,1,0.024807780981063843
humaneval,29,epsilon_greedy,Under-Drafting,1,0.19426719844341278
humaneval,29,epsilon_greedy,Under-Drafting,1,0.06746193021535873
humaneval,29,epsilon_greedy,Under-Drafting,1,0.0536133348941803
humaneval,29,epsilon_greedy,Under-Drafting,1,0.12376820296049118
humaneval,29,epsilon_greedy,Under-Drafting,1,0.13868115842342377
humaneval,29,epsilon_greedy,Under-Drafting,1,0.0420973002910614
humaneval,29,epsilon_greedy,Under-Drafting,1,0.008801248855888844
humaneval,30,epsilon_greedy,Under-Drafting,1,0.06066626310348511
humaneval,30,epsilon_greedy,Under-Drafting,1,0.011673725210130215
humaneval,30,epsilon_greedy,Under-Drafting,1,0.026328735053539276
humaneval,30,epsilon_greedy,Under-Drafting,1,0.018896011635661125
humaneval,30,epsilon_greedy,Under-Drafting,1,0.13311319053173065
humaneval,30,epsilon_greedy,Under-Drafting,1,0.0033755465410649776
humaneval,30,epsilon_greedy,Under-Drafting,1,0.08262807875871658
humaneval,30,epsilon_greedy,Under-Drafting,1,0.007533167954534292
humaneval,30,epsilon_greedy,Under-Drafting,1,0.011719482019543648
humaneval,30,epsilon_greedy,Under-Drafting,1,0.004075632896274328
humaneval,30,epsilon_greedy,Under-Drafting,1,0.00209762342274189
humaneval,30,epsilon_greedy,Under-Drafting,1,0.008087016642093658
humaneval,30,epsilon_greedy,Under-Drafting,1,0.009664549492299557
humaneval,30,epsilon_greedy,Under-Drafting,1,0.025690391659736633
humaneval,30,epsilon_greedy,Under-Drafting,1,0.05895237624645233
humaneval,30,epsilon_greedy,Under-Drafting,1,0.005940034985542297
humaneval,30,epsilon_greedy,Under-Drafting,1,0.0008119222475215793
humaneval,30,epsilon_greedy,Under-Drafting,1,0.0006098646554164588
humaneval,30,epsilon_greedy,Under-Drafting,1,0.05100181698799133
humaneval,31,epsilon_greedy,Under-Drafting,1,0.17898647487163544
humaneval,31,epsilon_greedy,Under-Drafting,1,0.060001153498888016
humaneval,31,epsilon_greedy,Under-Drafting,1,0.016386428847908974
humaneval,31,epsilon_greedy,Under-Drafting,1,0.17339767515659332
humaneval,31,epsilon_greedy,Under-Drafting,1,0.16466085612773895
humaneval,31,epsilon_greedy,Under-Drafting,1,0.09164729714393616
humaneval,31,epsilon_greedy,Under-Drafting,1,0.05651954561471939
humaneval,31,epsilon_greedy,Under-Drafting,1,0.06394489854574203
humaneval,31,epsilon_greedy,Under-Drafting,1,0.04741617292165756
humaneval,31,epsilon_greedy,Under-Drafting,1,0.03232213109731674
humaneval,31,epsilon_greedy,Under-Drafting,1,0.03777656704187393
humaneval,31,epsilon_greedy,Under-Drafting,1,0.04654998704791069
humaneval,32,epsilon_greedy,Under-Drafting,1,0.022626928985118866
humaneval,32,epsilon_greedy,Under-Drafting,1,0.0914488434791565
humaneval,32,epsilon_greedy,Under-Drafting,1,0.006646917201578617
humaneval,32,epsilon_greedy,Under-Drafting,1,0.18759071826934814
humaneval,32,epsilon_greedy,Under-Drafting,1,0.08345378935337067
humaneval,32,epsilon_greedy,Under-Drafting,1,0.06497503817081451
humaneval,32,epsilon_greedy,Under-Drafting,1,0.008772023022174835
humaneval,32,epsilon_greedy,Under-Drafting,1,0.021931065246462822
humaneval,32,epsilon_greedy,Under-Drafting,1,0.003405042225494981
humaneval,32,epsilon_greedy,Under-Drafting,1,0.005372136831283569
humaneval,33,epsilon_greedy,Under-Drafting,1,0.06251201033592224
humaneval,33,epsilon_greedy,Under-Drafting,1,0.04865216463804245
humaneval,33,epsilon_greedy,Under-Drafting,1,0.030115170404314995
humaneval,33,epsilon_greedy,Under-Drafting,1,0.07116332650184631
humaneval,33,epsilon_greedy,Under-Drafting,1,0.04305783286690712
humaneval,33,epsilon_greedy,Under-Drafting,1,0.023266896605491638
humaneval,33,epsilon_greedy,Under-Drafting,1,0.053007323294878006
